unit_number,cycle,RUL_linear,erro_reconstrucao,slope,horizonte,faixa_RUL,trend_score
23,63,105.0,0.010710708,-6.375187878787955e-05,10,76-125,0.0
23,64,104.0,0.010643944,-8.793088484848544e-05,10,76-125,0.0
23,65,103.0,0.010447647,-9.65435818181818e-05,10,76-125,0.0
23,66,102.0,0.010620143,-7.532072727272774e-05,10,76-125,0.0
23,67,101.0,0.010708448,-4.725781818181854e-05,10,76-125,0.0
23,68,100.0,0.0106085185,-2.657077575757591e-05,10,76-125,0.0
23,69,99.0,0.010299054,-4.138481212121186e-05,10,76-125,0.0
23,70,98.0,0.010245877,-5.728874848484819e-05,10,76-125,0.0
23,71,97.0,0.010324498,-5.5280742424242166e-05,10,76-125,0.0
23,72,96.0,0.010373225,-4.451827575757537e-05,10,76-125,0.0
23,73,95.0,0.010545233,-2.7786396969697356e-05,10,76-125,0.0
23,74,94.0,0.010456867,-1.831965757575796e-05,10,76-125,0.0
23,75,93.0,0.010170508,-3.529136666666619e-05,10,76-125,0.0
23,76,92.0,0.010451135,-2.209715454545472e-05,10,76-125,0.0
23,77,91.0,0.010562529,5.108675757575745e-06,10,76-125,3.4705022264194856
23,78,90.0,0.010554693,2.6993836363636304e-05,10,76-125,19.11517143616281
23,79,89.0,0.010247308,1.2134006060606125e-05,10,76-125,8.492579544401767
23,80,88.0,0.010126538,-1.22311878787884e-05,10,76-125,0.0
23,81,87.0,0.010339088,-1.831481212121191e-05,10,76-125,0.0
23,82,86.0,0.010256332,-2.584078181818174e-05,10,76-125,0.0
23,83,85.0,0.009839656,-4.3210448484847846e-05,10,76-125,0.0
23,84,84.0,0.009725342,-6.41540424242422e-05,10,76-125,0.0
23,85,83.0,0.009364495,-0.000115003830303,10,76-125,0.0
23,86,82.0,0.009623337,-0.0001232566424242,10,76-125,0.0
23,87,81.0,0.009670239,-0.0001114909818181,10,76-125,0.0
23,88,80.0,0.009641,-9.102693939393932e-05,10,76-125,0.0
23,89,79.0,0.009737824,-7.469885454545463e-05,10,76-125,0.0
23,90,78.0,0.009769374,-5.8525630303030295e-05,10,76-125,0.0
23,91,77.0,0.009522216,-3.7334490909091344e-05,10,76-125,0.0
23,92,76.0,0.009315672,-2.3024975757575757e-05,10,76-125,0.0
23,93,75.0,0.009365527,-2.237255757575764e-05,10,31-75,0.0
23,94,74.0,0.009272576,-2.8664109090908885e-05,10,31-75,0.0
23,95,73.0,0.00940611,-4.624038181818201e-05,10,31-75,0.0
23,96,72.0,0.009220949,-5.716463636363657e-05,10,31-75,0.0
23,97,71.0,0.009209965,-6.068378787878788e-05,10,31-75,0.0
23,98,70.0,0.009048072,-6.940365454545455e-05,10,31-75,0.0
23,99,69.0,0.009200451,-5.617000000000008e-05,10,31-75,0.0
23,100,68.0,0.00941355,-2.269581818181799e-05,10,31-75,0.0
23,101,67.0,0.009475072,1.9699272727269184e-06,10,31-75,1.2267589584608025
23,102,66.0,0.009820788,3.229475151515143e-05,10,31-75,22.904545686009754
23,103,65.0,0.009643339,5.01415878787882e-05,10,31-75,35.66240734283469
23,104,64.0,0.009566228,5.421821818181813e-05,10,31-75,38.57659809196071
23,105,63.0,0.009933162,8.365227878787956e-05,10,31-75,59.61761990442336
23,106,62.0,0.009857749,9.024032727272684e-05,10,31-75,64.32710507286413
23,107,61.0,0.0102601005,0.0001103237666666,10,31-75,78.68380875746327
23,108,60.0,0.010197189,0.0001034538878787,10,31-75,73.7728563965304
23,109,59.0,0.010067488,8.573931818181766e-05,10,31-75,61.10954594205192
23,110,58.0,0.009886167,6.183157272727274e-05,10,31-75,44.01902620953866
23,111,57.0,0.009667177,2.435169393939409e-05,10,31-75,17.226428420913845
23,112,56.0,0.009694025,9.05543939393927e-06,10,31-75,6.291857420077605
23,113,55.0,0.009711243,-1.5595063636363468e-05,10,31-75,0.0
23,114,54.0,0.010014845,-2.9649269696969523e-05,10,31-75,0.0
23,115,53.0,0.010113596,-1.9292572727273157e-05,10,31-75,0.0
23,116,52.0,0.009934639,-2.5911778787879183e-05,10,31-75,0.0
23,117,51.0,0.010021834,-1.8834606060605128e-06,10,31-75,0.0
23,118,50.0,0.0100860065,2.4339154545454127e-05,10,31-75,17.217464599545902
23,119,49.0,0.009947347,3.569945757575777e-05,10,31-75,25.338409482277434
23,120,48.0,0.010087599,4.40780575757577e-05,10,31-75,31.327875486216872
23,121,47.0,0.010078992,3.494625151515155e-05,10,31-75,24.799977990863336
23,122,46.0,0.010608237,5.148052424242412e-05,10,31-75,36.61954980475383
23,123,45.0,0.010493885,5.18439242424242e-05,10,31-75,36.87932732675418
23,124,44.0,0.010493402,6.293454242424192e-05,10,31-75,44.807487229681925
23,125,43.0,0.0105440775,7.757198787878792e-05,10,31-75,55.271106680965175
23,126,42.0,0.010555277,7.567189090909038e-05,10,31-75,53.9128169661928
23,127,41.0,0.010226902,5.4150545454545126e-05,10,31-75,38.528222050689436
23,128,40.0,0.010372078,4.2340384848484885e-05,10,31-75,30.08569520240175
23,129,39.0,0.010539054,2.692650606060592e-05,10,31-75,19.067040177833803
23,130,38.0,0.0106633175,2.046856363636388e-05,10,31-75,14.450561696297957
23,131,37.0,0.01089135,1.88965515151514e-05,10,31-75,13.32680436717579
23,132,36.0,0.010942028,4.552503030303039e-05,10,31-75,32.36224804948847
23,133,35.0,0.011043815,6.603610909090896e-05,10,31-75,47.02465096932269
23,134,34.0,0.010764707,6.462509696969623e-05,10,31-75,46.01598494741567
23,135,33.0,0.0102936495,3.760986060606049e-05,10,31-75,26.704066513741054
23,136,32.0,0.010396097,1.9964793939394155e-05,10,31-75,14.090440497790441
23,137,31.0,0.01046701,-1.3774503030302509e-05,10,31-75,0.0
23,138,30.0,0.0104873385,-3.96369727272725e-05,10,0-30,0.0
23,139,29.0,0.010531582,-5.335152424242549e-05,10,0-30,0.0
23,140,28.0,0.010702237,-4.938281818181837e-05,10,0-30,0.0
23,141,27.0,0.010882255,-2.086453333333341e-05,10,0-30,0.0
23,142,26.0,0.011067122,2.1226181818182448e-05,10,0-30,14.992147205090445
23,143,25.0,0.011222914,7.708415151515193e-05,10,0-30,54.92237547103951
23,144,24.0,0.010953718,9.748060606060593e-05,10,0-30,69.50283892566125
23,145,23.0,0.011028124,8.824069393939398e-05,10,0-30,62.89766150587902
23,146,22.0,0.01135955,9.500567575757518e-05,10,0-30,67.7336279701171
23,147,21.0,0.011473236,0.0001010210272727,10,0-30,72.03371908338016
23,148,20.0,0.011363792,9.022526060606036e-05,10,0-30,64.31633462341057
23,149,19.0,0.011494875,7.890536363636296e-05,10,0-30,56.22427412785043
23,150,18.0,0.011800358,8.39488969696968e-05,10,0-30,59.82965825404557
23,151,17.0,0.012008717,9.904810909091008e-05,10,0-30,70.62337291834247
23,152,16.0,0.011905653,0.000107196030303,10,0-30,76.44793753565204
23,153,15.0,0.012361197,0.0001404139272727,10,0-30,100.0
23,154,14.0,0.012603346,0.0001550961818181,10,0-30,100.0
23,155,13.0,0.012420212,0.0001447542181818,10,0-30,100.0
23,156,12.0,0.012567041,0.0001476423818181,10,0-30,100.0
23,157,11.0,0.0132938735,0.0001831187666666,10,0-30,100.0
23,158,10.0,0.01406267,0.0002311649060606,10,0-30,100.0
23,159,9.0,0.015202595,0.0003174139666666,10,0-30,100.0
23,160,8.0,0.015942076,0.0004194218272727,10,0-30,100.0
23,161,7.0,0.016497206,0.0005153974636363,10,0-30,100.0
23,162,6.0,0.017464098,0.0006028358030303,10,0-30,100.0
23,163,5.0,0.017875934,0.0006757324333333,10,0-30,100.0
23,164,4.0,0.019065835,0.0007628307242424,10,0-30,100.0
23,165,3.0,0.02000161,0.0008104291545454,10,0-30,100.0
23,166,2.0,0.020830467,0.0008211308333333,10,0-30,100.0
23,167,1.0,0.02202028,0.0008450241636363,10,0-30,100.0
23,168,0.0,0.023507169,0.0008954990060606,10,0-30,100.0
31,39,195.0,0.010190678,1.4620709090908768e-05,10,RUL > 125,10.270206267468986
31,40,194.0,0.009889817,-1.1514206060606268e-05,10,RUL > 125,0.0
31,41,193.0,0.010000194,-2.618673333333309e-05,10,RUL > 125,0.0
31,42,192.0,0.0101282615,-2.883166969696964e-05,10,RUL > 125,0.0
31,43,191.0,0.01022635,-1.7228778787878663e-05,10,RUL > 125,0.0
31,44,190.0,0.010293648,-1.868776060606038e-05,10,RUL > 125,0.0
31,45,189.0,0.01044277,-7.812209090909152e-06,10,RUL > 125,0.0
31,46,188.0,0.010640844,2.4637172727273085e-05,10,RUL > 125,17.430503743145135
31,47,187.0,0.010723112,6.187865151515127e-05,10,RUL > 125,44.052680614750166
31,48,186.0,0.010562329,8.11636212121215e-05,10,RUL > 125,57.83859596898673
31,49,185.0,0.010729002,9.608767575757562e-05,10,RUL > 125,68.50709874283152
31,50,184.0,0.010620093,7.848870000000018e-05,10,RUL > 125,55.92642094413564
31,51,183.0,0.010493392,5.248539696969717e-05,10,RUL > 125,37.337885927529456
31,52,182.0,0.010703666,4.051126060606038e-05,10,RUL > 125,28.77814054327217
31,53,181.0,0.010774844,3.1984193939393595e-05,10,RUL > 125,22.682542721043358
31,54,180.0,0.0108166,2.3572848484848256e-05,10,RUL > 125,16.669668535930064
31,55,179.0,0.010840872,2.008808484848473e-05,10,RUL > 125,14.178575354281117
31,56,178.0,0.010600892,1.1892957575757627e-05,10,RUL > 125,8.320265350467078
31,57,177.0,0.010566257,7.777448484848905e-06,10,RUL > 125,5.378281989416103
31,58,176.0,0.010492076,-9.20189090909099e-06,10,RUL > 125,0.0
31,59,175.0,0.010304079,-2.4472527272727347e-05,10,RUL > 125,0.0
31,60,174.0,0.010040533,-5.622841818181792e-05,10,RUL > 125,0.0
31,61,173.0,0.009984471,-9.24639999999998e-05,10,RUL > 125,0.0
31,62,172.0,0.009935933,-0.0001111601030303,10,RUL > 125,0.0
31,63,171.0,0.010006131,-0.0001119761696969,10,RUL > 125,0.0
31,64,170.0,0.010180961,-9.115458787878828e-05,10,RUL > 125,0.0
31,65,169.0,0.009943512,-7.396192121212123e-05,10,RUL > 125,0.0
31,66,168.0,0.009865066,-6.616970303030346e-05,10,RUL > 125,0.0
31,67,167.0,0.009696602,-6.0956327272727416e-05,10,RUL > 125,0.0
31,68,166.0,0.010033746,-3.175740606060662e-05,10,RUL > 125,0.0
31,69,165.0,0.010166016,-2.32137575757617e-06,10,RUL > 125,0.0
31,70,164.0,0.010117156,8.553321212121125e-06,10,RUL > 125,5.932916811866247
31,71,163.0,0.010540024,3.782731515151547e-05,10,RUL > 125,26.85951451309712
31,72,162.0,0.010504221,5.517857575757585e-05,10,RUL > 125,39.263112432259405
31,73,161.0,0.01035714,6.229876363636342e-05,10,RUL > 125,44.35299895765269
31,74,160.0,0.0102018025,6.834667575757585e-05,10,RUL > 125,48.67636611264462
31,75,159.0,0.010532368,7.634287575757572e-05,10,RUL > 125,54.392472390626644
31,76,158.0,0.010410243,6.531033030303026e-05,10,RUL > 125,46.505825941707116
31,77,157.0,0.010420344,3.698960909090952e-05,10,RUL > 125,26.260677956716172
31,78,156.0,0.010288069,1.515752424242414e-05,10,RUL > 125,10.653950103002481
31,79,155.0,0.009840897,-2.533046363636384e-05,10,RUL > 125,0.0
31,80,154.0,0.009817989,-6.638447575757665e-05,10,RUL > 125,0.0
31,81,153.0,0.009894977,-7.142167575757574e-05,10,RUL > 125,0.0
31,82,152.0,0.009786506,-7.6943590909091e-05,10,RUL > 125,0.0
31,83,151.0,0.009703985,-8.807247575757508e-05,10,RUL > 125,0.0
31,84,150.0,0.009714218,-0.0001010819999999,10,RUL > 125,0.0
31,85,149.0,0.009589104,-9.2968109090909e-05,10,RUL > 125,0.0
31,86,148.0,0.009653691,-7.803945454545414e-05,10,RUL > 125,0.0
31,87,147.0,0.009438194,-6.502145454545427e-05,10,RUL > 125,0.0
31,88,146.0,0.009483154,-4.64645757575754e-05,10,RUL > 125,0.0
31,89,145.0,0.009538958,-4.491876363636366e-05,10,RUL > 125,0.0
31,90,144.0,0.009629288,-3.631319393939365e-05,10,RUL > 125,0.0
31,91,143.0,0.009817725,-1.0009424242424462e-05,10,RUL > 125,0.0
31,92,142.0,0.010191824,3.040473333333333e-05,10,RUL > 125,21.553460821375204
31,93,141.0,0.010172211,5.9334745454545285e-05,10,RUL > 125,42.23416214302277
31,94,140.0,0.010049592,7.658318181818206e-05,10,RUL > 125,54.564255860483456
31,95,139.0,0.010094611,8.388112727272765e-05,10,RUL > 125,59.78121289371162
31,96,138.0,0.010351461,0.0001033675151515,10,RUL > 125,73.71111260720619
31,97,137.0,0.010215624,9.26203272727274e-05,10,RUL > 125,66.02845483169965
31,98,136.0,0.009881994,5.724907878787855e-05,10,RUL > 125,40.743217403382474
31,99,135.0,0.009835781,1.824296363636374e-05,10,RUL > 125,12.85958521593506
31,100,134.0,0.009811234,-1.967793333333245e-05,10,RUL > 125,0.0
31,101,133.0,0.009462168,-6.628173333333424e-05,10,RUL > 125,0.0
31,102,132.0,0.0094508575,-8.425275454545409e-05,10,RUL > 125,0.0
31,103,131.0,0.009234712,-0.0001063396515151,10,RUL > 125,0.0
31,104,130.0,0.009317232,-0.0001207364333333,10,RUL > 125,0.0
31,105,129.0,0.00897718,-0.0001418031484848,10,RUL > 125,0.0
31,106,128.0,0.009107045,-0.0001251183666666,10,RUL > 125,0.0
31,107,127.0,0.009022744,-0.000107003790909,10,RUL > 125,0.0
31,108,126.0,0.009155144,-8.945024545454461e-05,10,RUL > 125,0.0
31,109,125.0,0.009293167,-5.863873636363594e-05,10,76-125,0.0
31,110,124.0,0.009332146,-2.076042727272732e-05,10,76-125,0.0
31,111,123.0,0.009258297,-4.374184848484761e-06,10,76-125,0.0
31,112,122.0,0.009045079,2.0991151515150023e-06,10,76-125,1.3191092804862348
31,113,121.0,0.009226198,8.960460606060516e-06,10,76-125,6.223961563837281
31,114,120.0,0.009415446,3.1748957575757764e-05,10,76-125,22.514383338463077
31,115,119.0,0.009639152,4.287899393939375e-05,10,76-125,30.470721440605203
31,116,118.0,0.009764553,6.148284848484843e-05,10,76-125,43.76973969451826
31,117,117.0,0.009635769,5.947226060606096e-05,10,76-125,42.332465239605696
31,118,116.0,0.009506794,5.182273333333332e-05,10,76-125,36.86417894521163
31,119,115.0,0.009804588,6.535562424242504e-05,10,76-125,46.53820444291132
31,120,114.0,0.009801346,7.511123636363635e-05,10,76-125,53.512031472202025
31,121,113.0,0.009861447,7.75345454545455e-05,10,76-125,55.24434085766473
31,122,112.0,0.009780054,5.399279393939413e-05,10,76-125,38.41545293209363
31,123,111.0,0.009774744,3.332721818181873e-05,10,76-125,23.642607414723916
31,124,110.0,0.00975142,1.7356915151514967e-05,10,76-125,12.226190940299055
31,125,109.0,0.010009227,2.6290133333333243e-05,10,76-125,18.61212732654195
31,126,108.0,0.010130966,4.57379696969694e-05,10,76-125,32.514468379960995
31,127,107.0,0.01033236,6.314396363636341e-05,10,76-125,44.957192577891114
31,128,106.0,0.010430589,6.886604242424185e-05,10,76-125,49.04763684923253
31,129,105.0,0.010410402,8.214243030303097e-05,10,76-125,58.53830042729113
31,130,104.0,0.01025807,7.955046666666611e-05,10,76-125,56.68542786105634
31,131,103.0,0.010329355,7.931746060605986e-05,10,76-125,56.51886281693047
31,132,102.0,0.010311549,6.70154060606063e-05,10,76-125,47.7247041891641
31,133,101.0,0.010276471,4.600364242424297e-05,10,76-125,32.70438528352233
31,134,100.0,0.01031718,1.9575896969697324e-05,10,76-125,13.812436394594888
31,135,99.0,0.0106752245,2.300728787878769e-05,10,76-125,16.265375930582255
31,136,98.0,0.010841133,3.553146969696961e-05,10,76-125,25.218322870065897
31,137,97.0,0.011084278,6.613628787878755e-05,10,76-125,47.0962640603301
31,138,96.0,0.010948854,8.678878484848485e-05,10,76-125,61.85976016904341
31,139,95.0,0.010983015,0.0001016768090909,10,76-125,72.50250657844025
31,140,94.0,0.01121002,0.0001118506939393,10,76-125,79.77533705459223
31,141,93.0,0.011529057,0.0001326401424242,10,76-125,94.63673334286946
31,142,92.0,0.011340936,0.0001274395363636,10,76-125,90.91906533152564
31,143,91.0,0.0110170385,8.975584242424257e-05,10,76-125,63.98076970306244
31,144,90.0,0.010680744,2.746616969696966e-05,10,76-125,19.452820260850416
31,145,89.0,0.010578996,-2.091059696969669e-05,10,76-125,0.0
31,146,88.0,0.010351729,-6.945677272727227e-05,10,76-125,0.0
31,147,87.0,0.01064352,-7.994523939394012e-05,10,76-125,0.0
31,148,86.0,0.01083288,-8.379072424242418e-05,10,76-125,0.0
31,149,85.0,0.010752725,-8.83251545454532e-05,10,76-125,0.0
31,150,84.0,0.010304496,-9.938337878787988e-05,10,76-125,0.0
31,151,83.0,0.010247944,-8.12810757575755e-05,10,76-125,0.0
31,152,82.0,0.00994332,-7.680738484848554e-05,10,76-125,0.0
31,153,81.0,0.009817741,-8.383582424242324e-05,10,76-125,0.0
31,154,80.0,0.009726579,-0.000103719430303,10,76-125,0.0
31,155,79.0,0.00949238,-0.000131595090909,10,76-125,0.0
31,156,78.0,0.009245132,-0.0001749370363636,10,76-125,0.0
31,157,77.0,0.009369301,-0.0001786400969696,10,76-125,0.0
31,158,76.0,0.009362455,-0.0001546474969696,10,76-125,0.0
31,159,75.0,0.009359993,-0.0001183095212121,10,31-75,0.0
31,160,74.0,0.009457945,-8.962904242424168e-05,10,31-75,0.0
31,161,73.0,0.009553854,-4.922607272727252e-05,10,31-75,0.0
31,162,72.0,0.009752534,-9.881066666667144e-06,10,31-75,0.0
31,163,71.0,0.009673564,1.9097109090908697e-05,10,31-75,13.470173519758664
31,164,70.0,0.0096243,4.10582909090909e-05,10,31-75,29.16918670887573
31,165,69.0,0.009301723,3.105084242424252e-05,10,31-75,22.0153337398624
31,166,68.0,0.009288507,6.150315151514838e-06,10,31-75,4.215121105273033
31,167,67.0,0.010084588,3.2424563636363514e-05,10,31-75,22.997342249504733
31,168,66.0,0.010187721,5.519770303030295e-05,10,31-75,39.2767856174869
31,169,65.0,0.010483929,8.396028484848444e-05,10,31-75,59.837798911536744
31,170,64.0,0.010552783,0.0001093852060606,10,31-75,78.01287604289593
31,171,63.0,0.010242958,0.0001110337515151,10,31-75,79.1913434426616
31,172,62.0,0.010704958,0.0001427748545454,10,31-75,100.0
31,173,61.0,0.010680441,0.0001563694666666,10,31-75,100.0
31,174,60.0,0.010500538,0.0001446623515151,10,31-75,100.0
31,175,59.0,0.010697033,0.0001115469454545,10,31-75,79.55820158763382
31,176,58.0,0.0112640485,9.156574242424203e-05,10,31-75,65.2745818579006
31,177,57.0,0.011438433,0.000110222530303,10,31-75,78.61143965544805
31,178,56.0,0.011551655,0.0001255203545454,10,31-75,89.54713275860323
31,179,55.0,0.011444866,0.000138207990909,10,31-75,98.61692564406485
31,180,54.0,0.011319869,0.0001370201545454,10,31-75,97.76779744627223
31,181,53.0,0.011488385,0.0001150710878787,10,31-75,82.07744480759739
31,182,52.0,0.011736502,0.000122359590909,10,31-75,87.28765189703856
31,183,51.0,0.01168677,0.0001127974090909,10,31-75,80.45209906923937
31,184,50.0,0.011705585,8.007003939393947e-05,10,31-75,57.05684590065459
31,185,49.0,0.011843193,5.3341596969697074e-05,10,31-75,37.94994292900613
31,186,48.0,0.011980216,5.799532121212113e-05,10,31-75,41.27667091956636
31,187,47.0,0.012200692,7.761982424242372e-05,10,31-75,55.30530264135817
31,188,46.0,0.012705501,0.0001230879939393,10,31-75,87.80835287180143
31,189,45.0,0.013074283,0.0001675662666666,10,31-75,100.0
31,190,44.0,0.013067975,0.0001836168242424,10,31-75,100.0
31,191,43.0,0.0128466515,0.0001776404272727,10,31-75,100.0
31,192,42.0,0.012476702,0.0001515622636363,10,31-75,100.0
31,193,41.0,0.012630002,0.000121558330303,10,31-75,86.71486847738218
31,194,40.0,0.012448405,7.147032424242408e-05,10,31-75,50.909315102721195
31,195,39.0,0.012203918,8.216651515151628e-06,10,31-75,5.692247522897277
31,196,38.0,0.012256445,-4.7409469696970153e-05,10,31-75,0.0
31,197,37.0,0.011958197,-0.0001079534939393,10,31-75,0.0
31,198,36.0,0.011734309,-0.0001441163242424,10,31-75,0.0
31,199,35.0,0.011712785,-0.0001450956999999,10,31-75,0.0
31,200,34.0,0.012003374,-0.0001141422939393,10,31-75,0.0
31,201,33.0,0.012568736,-5.420160606060514e-05,10,31-75,0.0
31,202,32.0,0.012514755,-1.849996363636352e-05,10,31-75,0.0
31,203,31.0,0.012645668,3.410113939393999e-05,10,31-75,24.19584719102639
31,204,30.0,0.012445627,6.349455757575807e-05,10,0-30,45.20781565110041
31,205,29.0,0.012829251,9.754746060606106e-05,10,0-30,69.5506300873365
31,206,28.0,0.012967554,0.0001350661696969,10,0-30,96.37098582830458
31,207,27.0,0.0130562885,0.0001489222393939,10,0-30,100.0
31,208,26.0,0.013152699,0.0001398009969696,10,0-30,99.75569055037775
31,209,25.0,0.012964492,0.0001017863787878,10,0-30,72.58083278743037
31,210,24.0,0.013155694,7.840135454545316e-05,10,0-30,55.863981797905005
31,211,23.0,0.0141191725,0.0001312929878787,10,0-30,93.6737160903064
31,212,22.0,0.014106834,0.0001611197090909,10,0-30,100.0
31,213,21.0,0.013831238,0.0001653435272727,10,0-30,100.0
31,214,20.0,0.013928647,0.0001471739515151,10,0-30,100.0
31,215,19.0,0.014421288,0.0001634746363636,10,0-30,100.0
31,216,18.0,0.014222799,0.000158871430303,10,0-30,100.0
31,217,17.0,0.014215443,0.000144567530303,10,0-30,100.0
31,218,16.0,0.014632299,0.0001453782393939,10,0-30,100.0
31,219,15.0,0.014815767,0.0001257146151515,10,0-30,89.68600050454415
31,220,14.0,0.015104319,0.0001120972939393,10,0-30,79.95161976489842
31,221,13.0,0.016006654,0.0001883104484848,10,0-30,100.0
31,222,12.0,0.0154226385,0.0002089670818181,10,0-30,100.0
31,223,11.0,0.016046368,0.0002293231121212,10,0-30,100.0
31,224,10.0,0.01668302,0.0002640494878787,10,0-30,100.0
31,225,9.0,0.016873255,0.0003086087121212,10,0-30,100.0
31,226,8.0,0.01757805,0.0003486578878787,10,0-30,100.0
31,227,7.0,0.017997595,0.0003704312272727,10,0-30,100.0
31,228,6.0,0.018492516,0.000401146390909,10,0-30,100.0
31,229,5.0,0.01971729,0.0004641081,10,0-30,100.0
31,230,4.0,0.020609206,0.0005355441727272,10,0-30,100.0
31,231,3.0,0.021514062,0.0006497657909091,10,0-30,100.0
31,232,2.0,0.022231383,0.0006974231818181,10,0-30,100.0
31,233,1.0,0.02301549,0.0007469017757575,10,0-30,100.0
31,234,0.0,0.024516841,0.0008362415030303,10,0-30,100.0
32,39,152.0,0.010854265,0.0001122987181818,10,RUL > 125,80.09560845666351
32,40,151.0,0.010792278,0.0001155275939393,10,RUL > 125,82.40377946142452
32,41,150.0,0.010640821,9.73636303030304e-05,10,RUL > 125,69.41921847316517
32,42,149.0,0.010716038,8.190509696969734e-05,10,RUL > 125,58.36864201996729
32,43,148.0,0.010720386,7.404415151515148e-05,10,RUL > 125,52.74922283790524
32,44,147.0,0.010766735,4.78818363636366e-05,10,RUL > 125,34.04701755488071
32,45,146.0,0.010763918,1.5520769696969464e-05,10,RUL > 125,10.91361714774561
32,46,145.0,0.0107197715,9.198936363636234e-06,10,RUL > 125,6.394436636374874
32,47,144.0,0.01065266,-4.72124545454568e-06,10,RUL > 125,0.0
32,48,143.0,0.010646696,-1.3701245454545386e-05,10,RUL > 125,0.0
32,49,142.0,0.010637853,-1.0122730303030364e-05,10,RUL > 125,0.0
32,50,141.0,0.010465693,-1.744405151515181e-05,10,RUL > 125,0.0
32,51,140.0,0.009820245,-6.611015454545464e-05,10,RUL > 125,0.0
32,52,139.0,0.009694411,-0.0001066790878787,10,RUL > 125,0.0
32,53,138.0,0.0098139495,-0.0001280545151515,10,RUL > 125,0.0
32,54,137.0,0.009756726,-0.0001384741818181,10,RUL > 125,0.0
32,55,136.0,0.009861693,-0.0001311136424242,10,RUL > 125,0.0
32,56,135.0,0.009478094,-0.0001366837242424,10,RUL > 125,0.0
32,57,134.0,0.009306391,-0.0001410428878787,10,RUL > 125,0.0
32,58,133.0,0.009218838,-0.0001342568575757,10,RUL > 125,0.0
32,59,132.0,0.009549302,-9.272768181818186e-05,10,RUL > 125,0.0
32,60,131.0,0.009328648,-6.15169545454543e-05,10,RUL > 125,0.0
32,61,130.0,0.009458789,-5.2455130303029805e-05,10,RUL > 125,0.0
32,62,129.0,0.009398611,-5.0683390909090304e-05,10,RUL > 125,0.0
32,63,128.0,0.009263053,-4.475103636363657e-05,10,RUL > 125,0.0
32,64,127.0,0.0094678765,-2.478385757575763e-05,10,RUL > 125,0.0
32,65,126.0,0.009702816,1.8497209090908957e-05,10,RUL > 125,13.04133330113482
32,66,125.0,0.009400975,2.166673636363588e-05,10,76-125,15.3070788730152
32,67,124.0,0.009388269,1.3631118181817933e-05,10,76-125,9.562794395818933
32,68,123.0,0.009377308,-1.83170000000057e-06,10,76-125,0.0
32,69,122.0,0.009189379,-7.43510606060605e-06,10,76-125,0.0
32,70,121.0,0.009223888,-2.15037666666668e-05,10,76-125,0.0
32,71,120.0,0.00947587,-1.188206969696936e-05,10,76-125,0.0
32,72,119.0,0.009842734,1.3531481818182096e-05,10,76-125,9.491569058321856
32,73,118.0,0.009803563,2.238792424242391e-05,10,76-125,15.822622076229834
32,74,117.0,0.009739786,3.486888484848497e-05,10,76-125,24.74467220948726
32,75,116.0,0.009812219,6.366749696969687e-05,10,76-125,45.33144186797893
32,76,115.0,0.009950374,7.855300606060608e-05,10,76-125,55.97239031417912
32,77,114.0,0.009810018,7.827628484848438e-05,10,76-125,55.77457536984811
32,78,113.0,0.010015305,8.335419393939397e-05,10,76-125,59.40453310396816
32,79,112.0,0.009961866,6.525535151515131e-05,10,76-125,46.466524199060515
32,80,111.0,0.009879894,3.5622430303029806e-05,10,76-125,25.2833463176222
32,81,110.0,0.010016705,2.22991393939393e-05,10,76-125,15.759153975155252
32,82,109.0,0.01004925,2.865305454545483e-05,10,76-125,20.30126826536105
32,83,108.0,0.009778447,1.5121272727273075e-05,10,76-125,10.628035604447996
32,84,107.0,0.009958896,7.484799999999886e-06,10,76-125,5.169081388944951
32,85,106.0,0.009911381,-5.70412121212331e-07,10,76-125,0.0
32,86,105.0,0.009896353,-1.436963636363493e-06,10,76-125,0.0
32,87,104.0,0.009916358,-9.91459999999954e-06,10,76-125,0.0
32,88,103.0,0.0102039855,9.693366666666536e-06,10,76-125,6.747881542602345
32,89,102.0,0.010107445,1.818585151515176e-05,10,76-125,12.818758453897008
32,90,101.0,0.010383974,3.4532342424242465e-05,10,76-125,24.504093901788615
32,91,100.0,0.010305178,4.959154242424222e-05,10,76-125,35.26920578760773
32,92,99.0,0.010321171,6.419611212121221e-05,10,76-125,45.70932391022567
32,93,98.0,0.010620573,7.378215454545467e-05,10,76-125,52.561933560086246
32,94,97.0,0.010388049,7.250741515151534e-05,10,76-125,51.650682484264266
32,95,96.0,0.01011854,4.816266363636359e-05,10,76-125,34.247767728296
32,96,95.0,0.009954042,1.1332409090908766e-05,10,76-125,7.919555674201109
32,97,94.0,0.009881456,-2.8822675757576164e-05,10,76-125,0.0
32,98,93.0,0.009871969,-4.989701212121276e-05,10,76-125,0.0
32,99,92.0,0.009806363,-7.696144848484826e-05,10,76-125,0.0
32,100,91.0,0.00961639,-9.23033030303023e-05,10,76-125,0.0
32,101,90.0,0.009432112,-0.0001136457030303,10,76-125,0.0
32,102,89.0,0.009102535,-0.0001413162121212,10,76-125,0.0
32,103,88.0,0.009188619,-0.0001295597515151,10,76-125,0.0
32,104,87.0,0.009300448,-0.0001098481090909,10,76-125,0.0
32,105,86.0,0.009276059,-9.625100000000028e-05,10,76-125,0.0
32,106,85.0,0.009105202,-9.272800606060602e-05,10,76-125,0.0
