unit_number,ciclo_atual,ciclos_disponiveis,rul_estimado,rul_pred_raw,rul_score,erro_reconstrucao,anomaly_score,anomalia_detectada,trend_slope,trend_score,health_score,health_status,priority_score,priority_class,status_pipeline,mensagem,interpretacao_anomalia,rul_real,erro_rul,erro_abs_rul
90,146,146,23.885536193847656,23.885536193847656,19.108428955078125,0.013955840840935707,51.49717816465535,True,0.0003315694065708083,100.0,23.590762831883037,CRITICO,79.5468708818804,P1_IMEDIATA,ANALISE_COMPLETA,,Comportamento anômalo detectado em relação ao padrão saudável.,28,-4.114463806152344,4.114463806152344
91,234,234,26.928756713867188,26.928756713867188,21.543005371093752,0.012965584173798561,50.9701813178165,True,0.00016175337474454626,100.0,25.183257893202125,CRITICO,77.36491887227373,P1_IMEDIATA,ANALISE_COMPLETA,,Comportamento anômalo detectado em relação ao padrão saudável.,38,-11.071243286132812,11.071243286132812
92,150,150,25.71152687072754,25.71152687072754,20.56922149658203,0.014432698488235474,51.75095325636414,True,0.0002072898953249962,100.0,24.403794583858183,CRITICO,78.28040657723511,P1_IMEDIATA,ANALISE_COMPLETA,,Comportamento anômalo detectado em relação ao padrão saudável.,20,5.711526870727539,5.711526870727539
93,244,244,48.69703674316406,48.69703674316406,38.95762939453125,0.012926931492984295,50.949611053977854,True,0.00016670341631680038,100.0,35.63717487322429,RISCO,62.03850696186083,P2_ALTA,ANALISE_COMPLETA,,Comportamento anômalo detectado em relação ao padrão saudável.,85,-36.30296325683594,36.30296325683594
94,133,133,71.96906280517578,71.96906280517578,57.57525024414063,0.009518707171082497,0.0,False,5.899081853302665e-06,4.035526268582011,73.93982120619708,ATENCAO,37.51537846724243,P3_MEDIA,ANALISE_COMPLETA,,Comportamento próximo do padrão saudável aprendido.,55,16.96906280517578,16.96906280517578
95,89,89,113.51847076416016,113.51847076416016,90.81477661132813,0.010022695176303387,0.0,False,-1.6831245386239633e-05,0.0,94.48886596679688,SAUDAVEL,8.082996582031246,P4_BAIXA,ANALISE_COMPLETA,,Comportamento próximo do padrão saudável aprendido.,128,-14.481529235839844,14.481529235839844
96,97,97,104.34730529785156,104.34730529785156,83.47784423828125,0.009240335784852505,0.0,False,1.2847250609686929e-05,9.002444435817354,88.73633987759615,SAUDAVEL,14.94460706992428,P4_BAIXA,ANALISE_COMPLETA,,Comportamento próximo do padrão saudável aprendido.,137,-32.65269470214844,32.65269470214844
97,134,134,96.84815979003906,96.84815979003906,77.47852783203125,0.008533758111298084,0.0,False,3.1254976762063324e-05,22.161259750963826,83.16292773657418,SAUDAVEL,20.816152196605874,P3_MEDIA,ANALISE_COMPLETA,,Comportamento próximo do padrão saudável aprendido.,82,14.848159790039062,14.848159790039062
98,121,121,64.11885070800781,64.11885070800781,51.29508056640625,0.009506532922387123,0.0,False,-1.756499775431378e-05,0.0,70.77704833984374,ATENCAO,42.8603291015625,P3_MEDIA,ANALISE_COMPLETA,,Comportamento próximo do padrão saudável aprendido.,59,5.1188507080078125,5.1188507080078125
99,97,97,113.70530700683594,113.70530700683594,90.96424560546875,0.009002810344099998,0.0,False,-0.00011184782805767945,0.0,94.57854736328125,SAUDAVEL,7.951463867187503,P4_BAIXA,ANALISE_COMPLETA,,Comportamento próximo do padrão saudável aprendido.,117,-3.2946929931640625,3.2946929931640625
100,198,198,17.418975830078125,17.418975830078125,13.9351806640625,0.08396647870540619,88.75558462044626,True,0.004443889856338482,100.0,11.172212243325935,CRITICO,86.89370986215846,P1_IMEDIATA,ANALISE_COMPLETA,,Desvio severo do padrão saudável aprendido pelo Autoencoder.,20,-2.581024169921875,2.581024169921875
