unit_number,cycle,RUL_linear,erro_reconstrucao,anomalia,status,faixa_RUL,anomaly_score,anomalia_threshold
19,96,62.0,0.010772662,0,NORMAL,31-75,33.45968584327223,0
19,97,61.0,0.011046146,0,NORMAL,31-75,45.68879631683253,0
19,98,60.0,0.010893299,0,NORMAL,31-75,38.854089904200464,0
19,99,59.0,0.010344667,0,NORMAL,31-75,14.32146153350837,0
19,100,58.0,0.01032174,0,NORMAL,31-75,13.296257807413511,0
19,101,57.0,0.010533,0,NORMAL,31-75,22.742959913000576,0
19,102,56.0,0.010485145,0,NORMAL,31-75,20.60307574532625,0
19,103,55.0,0.010432591,0,NORMAL,31-75,18.253071094862285,0
19,104,54.0,0.010677758,0,NORMAL,31-75,29.215958603716107,0
19,105,53.0,0.010780389,0,NORMAL,31-75,33.80520637328199,0
19,106,52.0,0.010869037,0,NORMAL,31-75,37.76919031844946,0
19,107,51.0,0.010671881,0,NORMAL,31-75,28.95316267322975,0
19,108,50.0,0.010608061,0,NORMAL,31-75,26.09938756966753,0
19,109,49.0,0.010432311,0,NORMAL,31-75,18.2405506149344,0
19,110,48.0,0.010505018,0,NORMAL,31-75,21.491716808207688,0
19,111,47.0,0.009595864,0,NORMAL,31-75,0.0,0
19,112,46.0,0.009753791,0,NORMAL,31-75,0.0,0
19,113,45.0,0.0098924795,0,NORMAL,31-75,0.0,0
19,114,44.0,0.010314214,0,NORMAL,31-75,12.959725193351984,0
19,115,43.0,0.010133701,0,NORMAL,31-75,4.887905931845648,0
19,116,42.0,0.010184563,0,NORMAL,31-75,7.162251110745442,0
19,117,41.0,0.010250752,0,NORMAL,31-75,10.121958417697508,0
19,118,40.0,0.010293348,0,NORMAL,31-75,12.026681142726336,0
19,119,39.0,0.01011781,0,NORMAL,31-75,4.177323979938576,0
19,120,38.0,0.01065713,0,NORMAL,31-75,28.293556961029143,0
19,121,37.0,0.010731706,0,NORMAL,31-75,31.62829735782103,0
19,122,36.0,0.011442064,1,ANOMALO,31-75,50.15939119205204,1
19,123,35.0,0.01179957,1,ANOMALO,31-75,50.34964947657402,1
19,124,34.0,0.011731189,1,ANOMALO,31-75,50.3132583341767,1
19,125,33.0,0.012073814,1,ANOMALO,31-75,50.49559721725655,1
19,126,32.0,0.011921519,1,ANOMALO,31-75,50.414548548307565,1
19,127,31.0,0.011607656,1,ANOMALO,31-75,50.247516286038056,1
19,128,30.0,0.011761629,1,ANOMALO,0-30,50.32945795650709,1
19,129,29.0,0.011985666,1,ANOMALO,0-30,50.44868643180388,1
19,130,28.0,0.012193106,1,ANOMALO,0-30,50.55908228121966,1
19,131,27.0,0.01193676,1,ANOMALO,0-30,50.42265953529631,1
19,132,26.0,0.012330639,1,ANOMALO,0-30,50.63227487839331,1
19,133,25.0,0.012291329,1,ANOMALO,0-30,50.61135480106717,1
19,134,24.0,0.012468436,1,ANOMALO,0-30,50.70560797163447,1
19,135,23.0,0.013045933,1,ANOMALO,0-30,51.01294152278212,1
19,136,22.0,0.013412616,1,ANOMALO,0-30,51.208083642196556,1
19,137,21.0,0.013815562,1,ANOMALO,0-30,51.42252428015786,1
19,138,20.0,0.014527643,1,ANOMALO,0-30,51.80148102354314,1
19,139,19.0,0.01566898,1,ANOMALO,0-30,52.408880115254796,1
19,140,18.0,0.01595843,1,ANOMALO,0-30,52.562920216553486,1
19,141,17.0,0.016174626,1,ANOMALO,0-30,52.67797585220859,1
19,142,16.0,0.016473161,1,ANOMALO,0-30,52.836850827648924,1
19,143,15.0,0.016983751,1,ANOMALO,0-30,53.10857767277622,1
19,144,14.0,0.016786251,1,ANOMALO,0-30,53.00347171317528,1
19,145,13.0,0.01690469,1,ANOMALO,0-30,53.06650282582933,1
19,146,12.0,0.01789771,1,ANOMALO,0-30,53.59497026888209,1
19,147,11.0,0.018373068,1,ANOMALO,0-30,53.847947275180736,1
19,148,10.0,0.019362593,1,ANOMALO,0-30,54.37455474188511,1
19,149,9.0,0.020234197,1,ANOMALO,0-30,54.83840676624973,1
19,150,8.0,0.020800877,1,ANOMALO,0-30,55.139983703903695,1
19,151,7.0,0.021869473,1,ANOMALO,0-30,55.708671339375705,1
19,152,6.0,0.021857966,1,ANOMALO,0-30,55.702547520251,1
19,153,5.0,0.022858089,1,ANOMALO,0-30,56.23479505257488,1
19,154,4.0,0.024004752,1,ANOMALO,0-30,56.84502854601228,1
19,155,3.0,0.024942752,1,ANOMALO,0-30,57.344215331357475,1
19,156,2.0,0.026000911,1,ANOMALO,0-30,57.90734858252389,1
19,157,1.0,0.0273853,1,ANOMALO,0-30,58.64409559166808,1
19,158,0.0,0.028489469,1,ANOMALO,0-30,59.231714540055954,1
23,30,138.0,0.010541037,0,NORMAL,RUL > 125,23.102342402930482,0
23,31,137.0,0.010509631,0,NORMAL,RUL > 125,21.697991715019565,0
23,32,136.0,0.01050864,0,NORMAL,RUL > 125,21.65367815927479,0
23,33,135.0,0.010749683,0,NORMAL,RUL > 125,32.43215688519075,0
23,34,134.0,0.010501378,0,NORMAL,RUL > 125,21.328950569145256,0
23,35,133.0,0.010568425,0,NORMAL,RUL > 125,24.327024203876302,0
23,36,132.0,0.01070766,0,NORMAL,RUL > 125,30.553056428014425,0
23,37,131.0,0.010399046,0,NORMAL,RUL > 125,16.753072883502302,0
23,38,130.0,0.010767527,0,NORMAL,RUL > 125,33.23006918459483,0
23,39,129.0,0.010997622,0,NORMAL,RUL > 125,43.518997145330594,0
23,40,128.0,0.010973013,0,NORMAL,RUL > 125,42.418581107668984,0
23,41,127.0,0.010609294,0,NORMAL,RUL > 125,26.154522397349943,0
23,42,126.0,0.01032512,0,NORMAL,RUL > 125,13.447397886542978,0
23,43,125.0,0.010475813,0,NORMAL,76-125,20.185786035729883,0
23,44,124.0,0.010655968,0,NORMAL,76-125,28.2415969693284,0
23,45,123.0,0.010828152,0,NORMAL,76-125,35.94097666898,0
23,46,122.0,0.010617899,0,NORMAL,76-125,26.53930357513361,0
23,47,121.0,0.010457307,0,NORMAL,76-125,19.358271744496378,0
23,48,120.0,0.0103998,0,NORMAL,76-125,16.786788747308115,0
23,49,119.0,0.01061074,0,NORMAL,76-125,26.219181732977525,0
23,50,118.0,0.010680677,0,NORMAL,76-125,29.346484606964225,0
23,51,117.0,0.010664587,0,NORMAL,76-125,28.62700417110844,0
23,52,116.0,0.0105968835,0,NORMAL,76-125,25.599574482546416,0
23,53,115.0,0.011151173,1,ANOMALO,76-125,50.00458421638482,1
23,54,114.0,0.010960124,0,NORMAL,76-125,41.84223658698872,0
23,55,113.0,0.011296738,1,ANOMALO,76-125,50.082051299976264,1
23,56,112.0,0.011448758,1,ANOMALO,76-125,50.16295361885492,1
23,57,111.0,0.011328452,1,ANOMALO,76-125,50.09892892226884,1
23,58,110.0,0.0111868465,1,ANOMALO,76-125,50.02356901359912,1
23,59,109.0,0.010802378,0,NORMAL,76-125,34.788466491618415,0
23,60,108.0,0.0107380245,0,NORMAL,76-125,31.910835402193598,0
23,61,107.0,0.010852896,0,NORMAL,76-125,37.04742936660684,0
23,62,106.0,0.010848273,0,NORMAL,76-125,36.840707299797536,0
23,63,105.0,0.010710708,0,NORMAL,76-125,30.689350795229302,0
23,64,104.0,0.010643944,0,NORMAL,76-125,27.70393178842538,0
23,65,103.0,0.010447647,0,NORMAL,76-125,18.926315186984375,0
23,66,102.0,0.010620143,0,NORMAL,76-125,26.639646278555645,0
23,67,101.0,0.010708448,0,NORMAL,76-125,30.58829263581146,0
23,68,100.0,0.0106085185,0,NORMAL,76-125,26.119845139549707,0
23,69,99.0,0.010299054,0,NORMAL,76-125,12.281830637256649,0
23,70,98.0,0.010245877,0,NORMAL,76-125,9.903967918953146,0
23,71,97.0,0.010324498,0,NORMAL,76-125,13.419584534703164,0
23,72,96.0,0.010373225,0,NORMAL,76-125,15.598461054152843,0
23,73,95.0,0.010545233,0,NORMAL,76-125,23.28997073784973,0
23,74,94.0,0.010456867,0,NORMAL,76-125,19.338596704609667,0
23,75,93.0,0.010170508,0,NORMAL,76-125,6.533767734365477,0
23,76,92.0,0.010451135,0,NORMAL,76-125,19.08228459408604,0
23,77,91.0,0.010562529,0,NORMAL,76-125,24.0633786693949,0
23,78,90.0,0.010554693,0,NORMAL,76-125,23.71298409541322,0
23,79,89.0,0.010247308,0,NORMAL,76-125,9.967956514584557,0
23,80,88.0,0.010126538,0,NORMAL,76-125,4.567605225690535,0
23,81,87.0,0.010339088,0,NORMAL,76-125,14.071990970945306,0
23,82,86.0,0.010256332,0,NORMAL,76-125,10.371473696260292,0
23,83,85.0,0.009839656,0,NORMAL,76-125,0.0,0
23,84,84.0,0.009725342,0,NORMAL,76-125,0.0,0
23,85,83.0,0.009364495,0,NORMAL,76-125,0.0,0
23,86,82.0,0.009623337,0,NORMAL,76-125,0.0,0
23,87,81.0,0.009670239,0,NORMAL,76-125,0.0,0
23,88,80.0,0.009641,0,NORMAL,76-125,0.0,0
23,89,79.0,0.009737824,0,NORMAL,76-125,0.0,0
23,90,78.0,0.009769374,0,NORMAL,76-125,0.0,0
23,91,77.0,0.009522216,0,NORMAL,76-125,0.0,0
23,92,76.0,0.009315672,0,NORMAL,76-125,0.0,0
23,93,75.0,0.009365527,0,NORMAL,31-75,0.0,0
23,94,74.0,0.009272576,0,NORMAL,31-75,0.0,0
23,95,73.0,0.00940611,0,NORMAL,31-75,0.0,0
23,96,72.0,0.009220949,0,NORMAL,31-75,0.0,0
23,97,71.0,0.009209965,0,NORMAL,31-75,0.0,0
23,98,70.0,0.009048072,0,NORMAL,31-75,0.0,0
23,99,69.0,0.009200451,0,NORMAL,31-75,0.0,0
23,100,68.0,0.00941355,0,NORMAL,31-75,0.0,0
23,101,67.0,0.009475072,0,NORMAL,31-75,0.0,0
23,102,66.0,0.009820788,0,NORMAL,31-75,0.0,0
23,103,65.0,0.009643339,0,NORMAL,31-75,0.0,0
23,104,64.0,0.009566228,0,NORMAL,31-75,0.0,0
23,105,63.0,0.009933162,0,NORMAL,31-75,0.0,0
23,106,62.0,0.009857749,0,NORMAL,31-75,0.0,0
23,107,61.0,0.0102601005,0,NORMAL,31-75,10.539985941289626,0
23,108,60.0,0.010197189,0,NORMAL,31-75,7.726835323493436,0
23,109,59.0,0.010067488,0,NORMAL,31-75,1.9271254408997092,0
23,110,58.0,0.009886167,0,NORMAL,31-75,0.0,0
23,111,57.0,0.009667177,0,NORMAL,31-75,0.0,0
23,112,56.0,0.009694025,0,NORMAL,31-75,0.0,0
23,113,55.0,0.009711243,0,NORMAL,31-75,0.0,0
23,114,54.0,0.010014845,0,NORMAL,31-75,0.0,0
23,115,53.0,0.010113596,0,NORMAL,31-75,3.9888907570240004,0
23,116,52.0,0.009934639,0,NORMAL,31-75,0.0,0
23,117,51.0,0.010021834,0,NORMAL,31-75,0.0,0
23,118,50.0,0.0100860065,0,NORMAL,31-75,2.7551986821300116,0
23,119,49.0,0.009947347,0,NORMAL,31-75,0.0,0
23,120,48.0,0.010087599,0,NORMAL,31-75,2.8264089117198252,0
23,121,47.0,0.010078992,0,NORMAL,31-75,2.4415383019367236,0
23,122,46.0,0.010608237,0,NORMAL,31-75,26.10725758562217,0
23,123,45.0,0.010493885,0,NORMAL,31-75,20.99389358307515,0
23,124,44.0,0.010493402,0,NORMAL,31-75,20.972295755199593,0
23,125,43.0,0.0105440775,0,NORMAL,31-75,23.238301400147392,0
23,126,42.0,0.010555277,0,NORMAL,31-75,23.739098239262788,0
23,127,41.0,0.010226902,0,NORMAL,31-75,9.055481823840385,0
23,128,40.0,0.010372078,0,NORMAL,31-75,15.54717180244827,0
23,129,39.0,0.010539054,0,NORMAL,31-75,23.013670575441285,0
23,130,38.0,0.0106633175,0,NORMAL,31-75,28.57023720943543,0
23,131,37.0,0.01089135,0,NORMAL,31-75,38.76693842070241,0
23,132,36.0,0.010942028,0,NORMAL,31-75,41.03305585564958,0
23,133,35.0,0.011043815,0,NORMAL,31-75,45.58456332143293,0
23,134,34.0,0.010764707,0,NORMAL,31-75,33.103970065321136,0
23,135,33.0,0.0102936495,0,NORMAL,31-75,12.040163016648641,0
23,136,32.0,0.010396097,0,NORMAL,31-75,16.621205400261843,0
23,137,31.0,0.01046701,0,NORMAL,31-75,19.792151089997223,0
23,138,30.0,0.0104873385,0,NORMAL,0-30,20.70116029076132,0
23,139,29.0,0.010531582,0,NORMAL,0-30,22.67955262536574,0
23,140,28.0,0.010702237,0,NORMAL,0-30,30.310561561411152,0
23,141,27.0,0.010882255,0,NORMAL,0-30,38.360246403045004,0
23,142,26.0,0.011067122,0,NORMAL,0-30,46.62675912742989,0
23,143,25.0,0.011222914,1,ANOMALO,0-30,50.04276349055055,1
23,144,24.0,0.010953718,0,NORMAL,0-30,41.55578589263865,0
23,145,23.0,0.011028124,0,NORMAL,0-30,44.88292456947437,0
23,146,22.0,0.01135955,1,ANOMALO,0-30,50.11547872040388,1
23,147,21.0,0.011473236,1,ANOMALO,0-30,50.17598037166055,1
23,148,20.0,0.011363792,1,ANOMALO,0-30,50.11773623676149,1
23,149,19.0,0.011494875,1,ANOMALO,0-30,50.187496259558294,1
23,150,18.0,0.011800358,1,ANOMALO,0-30,50.35006883604828,1
23,151,17.0,0.012008717,1,ANOMALO,0-30,50.460953760790005,1
23,152,16.0,0.011905653,1,ANOMALO,0-30,50.406104947522614,1
23,153,15.0,0.012361197,1,ANOMALO,0-30,50.648537298208424,1
23,154,14.0,0.012603346,1,ANOMALO,0-30,50.7774046552282,1
23,155,13.0,0.012420212,1,ANOMALO,0-30,50.67994402330133,1
23,156,12.0,0.012567041,1,ANOMALO,0-30,50.75808378503422,1
23,157,11.0,0.0132938735,1,ANOMALO,0-30,51.14489101228306,1
23,158,10.0,0.01406267,1,ANOMALO,0-30,51.55403072808225,1
23,159,9.0,0.015202595,1,ANOMALO,0-30,52.16067837870552,1
23,160,8.0,0.015942076,1,ANOMALO,0-30,52.55421691091645,1
23,161,7.0,0.016497206,1,ANOMALO,0-30,52.84964714561654,1
23,162,6.0,0.017464098,1,ANOMALO,0-30,53.36420973544169,1
23,163,5.0,0.017875934,1,ANOMALO,0-30,53.58338147204022,1
23,164,4.0,0.019065835,1,ANOMALO,0-30,54.216625453990154,1
23,165,3.0,0.02000161,1,ANOMALO,0-30,54.71462813422086,1
23,166,2.0,0.020830467,1,ANOMALO,0-30,55.15573097147125,1
23,167,1.0,0.02202028,1,ANOMALO,0-30,55.78892812139868,1
23,168,0.0,0.023507169,1,ANOMALO,0-30,56.580223793120574,1
31,30,204.0,0.010173828,0,NORMAL,RUL > 125,6.682224853510335,0
31,31,203.0,0.010203817,0,NORMAL,RUL > 125,8.023212969786293,0
31,32,202.0,0.010242426,0,NORMAL,RUL > 125,9.74965300384201,0
31,33,201.0,0.010355132,0,NORMAL,RUL > 125,14.789414470812936,0
31,34,200.0,0.010080727,0,NORMAL,RUL > 125,2.519120561489816,0
31,35,199.0,0.010182449,0,NORMAL,RUL > 125,7.067721487289889,0
31,36,198.0,0.010391327,0,NORMAL,RUL > 125,16.40791008149045,0
31,37,197.0,0.010441265,0,NORMAL,RUL > 125,18.640937676628184,0
31,38,196.0,0.010354712,0,NORMAL,RUL > 125,14.770633750921148,0
31,39,195.0,0.010190678,0,NORMAL,RUL > 125,7.435689449170405,0
31,40,194.0,0.009889817,0,NORMAL,RUL > 125,0.0,0
31,41,193.0,0.010000194,0,NORMAL,RUL > 125,0.0,0
31,42,192.0,0.0101282615,0,NORMAL,RUL > 125,4.644673251246627,0
31,43,191.0,0.01022635,0,NORMAL,RUL > 125,9.030798591982599,0
31,44,190.0,0.010293648,0,NORMAL,RUL > 125,12.040095942649064,0
31,45,189.0,0.01044277,0,NORMAL,RUL > 125,18.708235256240577,0
31,46,188.0,0.010640844,0,NORMAL,RUL > 125,27.565312189223796,0
31,47,187.0,0.010723112,0,NORMAL,RUL > 125,31.244008056034506,0
31,48,186.0,0.010562329,0,NORMAL,RUL > 125,24.054435469446467,0
31,49,185.0,0.010729002,0,NORMAL,RUL > 125,31.50738529451744,0
31,50,184.0,0.010620093,0,NORMAL,RUL > 125,26.637410478568533,0
31,51,183.0,0.010493392,0,NORMAL,RUL > 125,20.97184859520217,0
31,52,182.0,0.010703666,0,NORMAL,RUL > 125,30.37446072504313,0
31,53,181.0,0.010774844,0,NORMAL,RUL > 125,33.557256154710224,0
31,54,180.0,0.0108166,0,NORMAL,RUL > 125,35.42441743995539,0
31,55,179.0,0.010840872,0,NORMAL,RUL > 125,36.509764185703744,0
31,56,178.0,0.010600892,0,NORMAL,RUL > 125,25.77881856751403,0
31,57,177.0,0.010566257,0,NORMAL,RUL > 125,24.230079916434764,0
31,58,176.0,0.010492076,0,NORMAL,RUL > 125,20.913002339541073,0
31,59,175.0,0.010304079,0,NORMAL,RUL > 125,12.50652853596241,0
31,60,174.0,0.010040533,0,NORMAL,RUL > 125,0.7218056678424105,0
31,61,173.0,0.009984471,0,NORMAL,RUL > 125,0.0,0
31,62,172.0,0.009935933,0,NORMAL,RUL > 125,0.0,0
31,63,171.0,0.010006131,0,NORMAL,RUL > 125,0.0,0
31,64,170.0,0.010180961,0,NORMAL,RUL > 125,7.001184079673184,0
31,65,169.0,0.009943512,0,NORMAL,RUL > 125,0.0,0
31,66,168.0,0.009865066,0,NORMAL,RUL > 125,0.0,0
31,67,167.0,0.009696602,0,NORMAL,RUL > 125,0.0,0
31,68,166.0,0.010033746,0,NORMAL,RUL > 125,0.41831817759044676,0
31,69,165.0,0.010166016,0,NORMAL,RUL > 125,6.332903463522453,0
31,70,164.0,0.010117156,0,NORMAL,RUL > 125,4.148079716107057,0
31,71,163.0,0.010540024,0,NORMAL,RUL > 125,23.057045095191423,0
31,72,162.0,0.010504221,0,NORMAL,RUL > 125,21.45607815641295,0
31,73,161.0,0.01035714,0,NORMAL,RUL > 125,14.879204198295803,0
31,74,160.0,0.0102018025,0,NORMAL,RUL > 125,7.9331325883050985,0
31,75,159.0,0.010532368,0,NORMAL,RUL > 125,22.714699401163337,0
31,76,158.0,0.010410243,0,NORMAL,RUL > 125,17.25375793261832,0
31,77,157.0,0.010420344,0,NORMAL,RUL > 125,17.705434246016676,0
31,78,156.0,0.010288069,0,NORMAL,RUL > 125,11.790625380085999,0
31,79,155.0,0.009840897,0,NORMAL,RUL > 125,0.0,0
31,80,154.0,0.009817989,0,NORMAL,RUL > 125,0.0,0
31,81,153.0,0.009894977,0,NORMAL,RUL > 125,0.0,0
31,82,152.0,0.009786506,0,NORMAL,RUL > 125,0.0,0
31,83,151.0,0.009703985,0,NORMAL,RUL > 125,0.0,0
31,84,150.0,0.009714218,0,NORMAL,RUL > 125,0.0,0
31,85,149.0,0.009589104,0,NORMAL,RUL > 125,0.0,0
31,86,148.0,0.009653691,0,NORMAL,RUL > 125,0.0,0
31,87,147.0,0.009438194,0,NORMAL,RUL > 125,0.0,0
31,88,146.0,0.009483154,0,NORMAL,RUL > 125,0.0,0
31,89,145.0,0.009538958,0,NORMAL,RUL > 125,0.0,0
31,90,144.0,0.009629288,0,NORMAL,RUL > 125,0.0,0
31,91,143.0,0.009817725,0,NORMAL,RUL > 125,0.0,0
31,92,142.0,0.010191824,0,NORMAL,RUL > 125,7.486933984875257,0
31,93,141.0,0.010172211,0,NORMAL,RUL > 125,6.609919081926866,0
31,94,140.0,0.010049592,0,NORMAL,RUL > 125,1.1268879095090818,0
31,95,139.0,0.010094611,0,NORMAL,RUL > 125,3.139957501913816,0
31,96,138.0,0.010351461,0,NORMAL,RUL > 125,14.625262035758443,0
31,97,137.0,0.010215624,0,NORMAL,RUL > 125,8.551174778745194,0
31,98,136.0,0.009881994,0,NORMAL,RUL > 125,0.0,0
31,99,135.0,0.009835781,0,NORMAL,RUL > 125,0.0,0
31,100,134.0,0.009811234,0,NORMAL,RUL > 125,0.0,0
31,101,133.0,0.009462168,0,NORMAL,RUL > 125,0.0,0
31,102,132.0,0.0094508575,0,NORMAL,RUL > 125,0.0,0
31,103,131.0,0.009234712,0,NORMAL,RUL > 125,0.0,0
31,104,130.0,0.009317232,0,NORMAL,RUL > 125,0.0,0
31,105,129.0,0.00897718,0,NORMAL,RUL > 125,0.0,0
31,106,128.0,0.009107045,0,NORMAL,RUL > 125,0.0,0
31,107,127.0,0.009022744,0,NORMAL,RUL > 125,0.0,0
31,108,126.0,0.009155144,0,NORMAL,RUL > 125,0.0,0
31,109,125.0,0.009293167,0,NORMAL,76-125,0.0,0
31,110,124.0,0.009332146,0,NORMAL,76-125,0.0,0
31,111,123.0,0.009258297,0,NORMAL,76-125,0.0,0
31,112,122.0,0.009045079,0,NORMAL,76-125,0.0,0
31,113,121.0,0.009226198,0,NORMAL,76-125,0.0,0
31,114,120.0,0.009415446,0,NORMAL,76-125,0.0,0
31,115,119.0,0.009639152,0,NORMAL,76-125,0.0,0
31,116,118.0,0.009764553,0,NORMAL,76-125,0.0,0
31,117,117.0,0.009635769,0,NORMAL,76-125,0.0,0
31,118,116.0,0.009506794,0,NORMAL,76-125,0.0,0
31,119,115.0,0.009804588,0,NORMAL,76-125,0.0,0
31,120,114.0,0.009801346,0,NORMAL,76-125,0.0,0
31,121,113.0,0.009861447,0,NORMAL,76-125,0.0,0
31,122,112.0,0.009780054,0,NORMAL,76-125,0.0,0
31,123,111.0,0.009774744,0,NORMAL,76-125,0.0,0
31,124,110.0,0.00975142,0,NORMAL,76-125,0.0,0
31,125,109.0,0.010009227,0,NORMAL,76-125,0.0,0
31,126,108.0,0.010130966,0,NORMAL,76-125,4.765607672550075,0
31,127,107.0,0.01033236,0,NORMAL,76-125,13.771141724678232,0
31,128,106.0,0.010430589,0,NORMAL,76-125,18.163549663377964,0
31,129,105.0,0.010410402,0,NORMAL,76-125,17.260867776577353,0
31,130,104.0,0.01025807,0,NORMAL,76-125,10.449190103812619,0
31,131,103.0,0.010329355,0,NORMAL,76-125,13.636770145452196,0
31,132,102.0,0.010311549,0,NORMAL,76-125,12.840557054038362,0
31,133,101.0,0.010276471,0,NORMAL,76-125,11.272009215073235,0
31,134,100.0,0.01031718,0,NORMAL,76-125,13.092352848588051,0
31,135,99.0,0.0106752245,0,NORMAL,76-125,29.102670618368627,0
31,136,98.0,0.010841133,0,NORMAL,76-125,36.5214350616365,0
31,137,97.0,0.011084278,0,NORMAL,76-125,47.393906819011086,0
31,138,96.0,0.010948854,0,NORMAL,76-125,41.33828726989143,0
31,139,95.0,0.010983015,0,NORMAL,76-125,42.86583053709284,0
31,140,94.0,0.01121002,1,ANOMALO,76-125,50.03590153488931,1
31,141,93.0,0.011529057,1,ANOMALO,76-125,50.205687307209324,1
31,142,92.0,0.011340936,1,ANOMALO,76-125,50.10557268327977,1
31,143,91.0,0.0110170385,0,NORMAL,76-125,44.387225354329566,0
31,144,90.0,0.010680744,0,NORMAL,76-125,29.349480578947016,0
31,145,89.0,0.010578996,0,NORMAL,76-125,24.79971703715363,0
31,146,88.0,0.010351729,0,NORMAL,76-125,14.637245923689472,0
31,147,87.0,0.01064352,0,NORMAL,76-125,27.684972204534557,0
31,148,86.0,0.01083288,0,NORMAL,76-125,36.15239391576219,0
31,149,85.0,0.010752725,0,NORMAL,76-125,32.568182956407234,0
31,150,84.0,0.010304496,0,NORMAL,76-125,12.525175107854967,0
31,151,83.0,0.010247944,0,NORMAL,76-125,9.996395890420748,0
31,152,82.0,0.00994332,0,NORMAL,76-125,0.0,0
31,153,81.0,0.009817741,0,NORMAL,76-125,0.0,0
31,154,80.0,0.009726579,0,NORMAL,76-125,0.0,0
31,155,79.0,0.00949238,0,NORMAL,76-125,0.0,0
31,156,78.0,0.009245132,0,NORMAL,76-125,0.0,0
31,157,77.0,0.009369301,0,NORMAL,76-125,0.0,0
31,158,76.0,0.009362455,0,NORMAL,76-125,0.0,0
31,159,75.0,0.009359993,0,NORMAL,31-75,0.0,0
31,160,74.0,0.009457945,0,NORMAL,31-75,0.0,0
31,161,73.0,0.009553854,0,NORMAL,31-75,0.0,0
31,162,72.0,0.009752534,0,NORMAL,31-75,0.0,0
31,163,71.0,0.009673564,0,NORMAL,31-75,0.0,0
31,164,70.0,0.0096243,0,NORMAL,31-75,0.0,0
31,165,69.0,0.009301723,0,NORMAL,31-75,0.0,0
31,166,68.0,0.009288507,0,NORMAL,31-75,0.0,0
31,167,67.0,0.010084588,0,NORMAL,31-75,2.6917690364953977,0
31,168,66.0,0.010187721,0,NORMAL,31-75,7.303464237932039,0
31,169,65.0,0.010483929,0,NORMAL,31-75,20.548701089639447,0
31,170,64.0,0.010552783,0,NORMAL,31-75,23.627576535905135,0
31,171,63.0,0.010242958,0,NORMAL,31-75,9.773441915704954,0
31,172,62.0,0.010704958,0,NORMAL,31-75,30.43223379671035,0
31,173,61.0,0.010680441,0,NORMAL,31-75,29.33593163102505,0
31,174,60.0,0.010500538,0,NORMAL,31-75,21.291389129361598,0
31,175,59.0,0.010697033,0,NORMAL,31-75,30.07785949875152,0
31,176,58.0,0.0112640485,1,ANOMALO,31-75,50.06465453407057,1
31,177,57.0,0.011438433,1,ANOMALO,31-75,50.15745883894161,1
31,178,56.0,0.011551655,1,ANOMALO,31-75,50.21771355771597,1
31,179,55.0,0.011444866,1,ANOMALO,31-75,50.16088236622319,1
31,180,54.0,0.011319869,1,ANOMALO,31-75,50.094361203528315,1
31,181,53.0,0.011488385,1,ANOMALO,31-75,50.184042397898494,1
31,182,52.0,0.011736502,1,ANOMALO,31-75,50.31608581753548,1
31,183,51.0,0.01168677,1,ANOMALO,31-75,50.28961933863486,1
31,184,50.0,0.011705585,1,ANOMALO,31-75,50.29963234435583,1
31,185,49.0,0.011843193,1,ANOMALO,31-75,50.37286485518502,1
31,186,48.0,0.011980216,1,ANOMALO,31-75,50.445786039500966,1
31,187,47.0,0.012200692,1,ANOMALO,31-75,50.563119414432485,1
31,188,46.0,0.012705501,1,ANOMALO,31-75,50.8317697149904,1
31,189,45.0,0.013074283,1,ANOMALO,31-75,51.028028884578006,1
31,190,44.0,0.013067975,1,ANOMALO,31-75,51.024671880055664,1
31,191,43.0,0.0128466515,1,ANOMALO,31-75,50.906887480816486,1
31,192,42.0,0.012476702,1,ANOMALO,31-75,50.71000698865757,1
31,193,41.0,0.012630002,1,ANOMALO,31-75,50.79159050059085,1
31,194,40.0,0.012448405,1,ANOMALO,31-75,50.69494783251161,1
31,195,39.0,0.012203918,1,ANOMALO,31-75,50.56483623380298,1
31,196,38.0,0.012256445,1,ANOMALO,31-75,50.592790161600234,1
31,197,37.0,0.011958197,1,ANOMALO,31-75,50.434067922415124,1
31,198,36.0,0.011734309,1,ANOMALO,31-75,50.31491874224736,1
31,199,35.0,0.011712785,1,ANOMALO,31-75,50.30346405528812,1
31,200,34.0,0.012003374,1,ANOMALO,31-75,50.45811031196901,1
31,201,33.0,0.012568736,1,ANOMALO,31-75,50.75898583364953,1
31,202,32.0,0.012514755,1,ANOMALO,31-75,50.73025811311678,1
31,203,31.0,0.012645668,1,ANOMALO,31-75,50.79992766496102,1
31,204,30.0,0.012445627,1,ANOMALO,0-30,50.69346943071023,1
31,205,29.0,0.012829251,1,ANOMALO,0-30,50.89762724663909,1
31,206,28.0,0.012967554,1,ANOMALO,0-30,50.97122962400966,1
31,207,27.0,0.0130562885,1,ANOMALO,0-30,51.018452534248695,1
31,208,26.0,0.013152699,1,ANOMALO,0-30,51.069760474087204,1
31,209,25.0,0.012964492,1,ANOMALO,0-30,50.96960008249929,1
31,210,24.0,0.013155694,1,ANOMALO,0-30,51.07135435939862,1
31,211,23.0,0.0141191725,1,ANOMALO,0-30,51.58410034571442,1
31,212,22.0,0.014106834,1,ANOMALO,0-30,51.57753401719525,1
31,213,21.0,0.013831238,1,ANOMALO,0-30,51.430866766348764,1
