unit_number,cycle,RUL_linear,erro_reconstrucao,anomalia,status,faixa_RUL
11,127,113.0,0.010618204,0,NORMAL,76-125
11,128,112.0,0.010891998,0,NORMAL,76-125
11,129,111.0,0.011075849,0,NORMAL,76-125
11,130,110.0,0.011074485,0,NORMAL,76-125
11,131,109.0,0.011278217,1,ANOMALO,76-125
11,132,108.0,0.01103428,0,NORMAL,76-125
11,133,107.0,0.010984779,0,NORMAL,76-125
11,134,106.0,0.011392664,1,ANOMALO,76-125
11,135,105.0,0.011305327,1,ANOMALO,76-125
11,136,104.0,0.011580202,1,ANOMALO,76-125
11,137,103.0,0.011613311,1,ANOMALO,76-125
11,138,102.0,0.011586195,1,ANOMALO,76-125
11,139,101.0,0.011610301,1,ANOMALO,76-125
11,140,100.0,0.011420432,1,ANOMALO,76-125
11,141,99.0,0.011144768,1,ANOMALO,76-125
11,142,98.0,0.011134572,0,NORMAL,76-125
11,143,97.0,0.0111141475,0,NORMAL,76-125
11,144,96.0,0.011308225,1,ANOMALO,76-125
11,145,95.0,0.011411209,1,ANOMALO,76-125
11,146,94.0,0.011390833,1,ANOMALO,76-125
11,147,93.0,0.011509453,1,ANOMALO,76-125
11,148,92.0,0.011411899,1,ANOMALO,76-125
11,149,91.0,0.011642717,1,ANOMALO,76-125
11,150,90.0,0.011266306,1,ANOMALO,76-125
11,151,89.0,0.011323264,1,ANOMALO,76-125
11,152,88.0,0.011548363,1,ANOMALO,76-125
11,153,87.0,0.011686472,1,ANOMALO,76-125
11,154,86.0,0.011824292,1,ANOMALO,76-125
11,155,85.0,0.011329459,1,ANOMALO,76-125
11,156,84.0,0.01123247,1,ANOMALO,76-125
11,157,83.0,0.011394853,1,ANOMALO,76-125
11,158,82.0,0.011445856,1,ANOMALO,76-125
11,159,81.0,0.011493567,1,ANOMALO,76-125
11,160,80.0,0.011512974,1,ANOMALO,76-125
11,161,79.0,0.011119626,0,NORMAL,76-125
11,162,78.0,0.011136715,0,NORMAL,76-125
11,163,77.0,0.010999782,0,NORMAL,76-125
11,164,76.0,0.010645546,0,NORMAL,76-125
11,165,75.0,0.010796201,0,NORMAL,31-75
11,166,74.0,0.01035147,0,NORMAL,31-75
11,167,73.0,0.010241967,0,NORMAL,31-75
11,168,72.0,0.010253633,0,NORMAL,31-75
11,169,71.0,0.0100946585,0,NORMAL,31-75
11,170,70.0,0.009978184,0,NORMAL,31-75
11,171,69.0,0.010190214,0,NORMAL,31-75
11,172,68.0,0.009833568,0,NORMAL,31-75
11,173,67.0,0.009617676,0,NORMAL,31-75
11,174,66.0,0.009778089,0,NORMAL,31-75
11,175,65.0,0.009764817,0,NORMAL,31-75
11,176,64.0,0.009839904,0,NORMAL,31-75
11,177,63.0,0.009944609,0,NORMAL,31-75
11,178,62.0,0.010289649,0,NORMAL,31-75
11,179,61.0,0.010385188,0,NORMAL,31-75
11,180,60.0,0.010135284,0,NORMAL,31-75
11,181,59.0,0.00996737,0,NORMAL,31-75
11,182,58.0,0.010034191,0,NORMAL,31-75
11,183,57.0,0.01010034,0,NORMAL,31-75
11,184,56.0,0.010713583,0,NORMAL,31-75
11,185,55.0,0.010825394,0,NORMAL,31-75
11,186,54.0,0.010928871,0,NORMAL,31-75
11,187,53.0,0.010618576,0,NORMAL,31-75
11,188,52.0,0.011222644,1,ANOMALO,31-75
11,189,51.0,0.011381294,1,ANOMALO,31-75
11,190,50.0,0.011635176,1,ANOMALO,31-75
11,191,49.0,0.0117801465,1,ANOMALO,31-75
11,192,48.0,0.011931962,1,ANOMALO,31-75
11,193,47.0,0.011987866,1,ANOMALO,31-75
11,194,46.0,0.012531446,1,ANOMALO,31-75
11,195,45.0,0.013254208,1,ANOMALO,31-75
11,196,44.0,0.013714216,1,ANOMALO,31-75
11,197,43.0,0.014028566,1,ANOMALO,31-75
11,198,42.0,0.014216445,1,ANOMALO,31-75
11,199,41.0,0.014519398,1,ANOMALO,31-75
11,200,40.0,0.014875821,1,ANOMALO,31-75
11,201,39.0,0.015045171,1,ANOMALO,31-75
11,202,38.0,0.015359165,1,ANOMALO,31-75
11,203,37.0,0.01594941,1,ANOMALO,31-75
11,204,36.0,0.016575254,1,ANOMALO,31-75
11,205,35.0,0.01766355,1,ANOMALO,31-75
11,206,34.0,0.018062834,1,ANOMALO,31-75
11,207,33.0,0.019096637,1,ANOMALO,31-75
11,208,32.0,0.01972774,1,ANOMALO,31-75
11,209,31.0,0.02049634,1,ANOMALO,31-75
11,210,30.0,0.02225731,1,ANOMALO,0-30
11,211,29.0,0.023475446,1,ANOMALO,0-30
11,212,28.0,0.024377469,1,ANOMALO,0-30
11,213,27.0,0.026285242,1,ANOMALO,0-30
11,214,26.0,0.026986891,1,ANOMALO,0-30
11,215,25.0,0.028187755,1,ANOMALO,0-30
11,216,24.0,0.029730951,1,ANOMALO,0-30
11,217,23.0,0.030984627,1,ANOMALO,0-30
11,218,22.0,0.032436103,1,ANOMALO,0-30
11,219,21.0,0.034240235,1,ANOMALO,0-30
11,220,20.0,0.036029644,1,ANOMALO,0-30
11,221,19.0,0.038935337,1,ANOMALO,0-30
11,222,18.0,0.041662015,1,ANOMALO,0-30
11,223,17.0,0.04494963,1,ANOMALO,0-30
11,224,16.0,0.048032038,1,ANOMALO,0-30
11,225,15.0,0.050597925,1,ANOMALO,0-30
11,226,14.0,0.053484634,1,ANOMALO,0-30
11,227,13.0,0.058397714,1,ANOMALO,0-30
11,228,12.0,0.06292077,1,ANOMALO,0-30
11,229,11.0,0.06821349,1,ANOMALO,0-30
11,230,10.0,0.07337473,1,ANOMALO,0-30
11,231,9.0,0.07919646,1,ANOMALO,0-30
11,232,8.0,0.083968244,1,ANOMALO,0-30
11,233,7.0,0.0900006,1,ANOMALO,0-30
11,234,6.0,0.09589525,1,ANOMALO,0-30
11,235,5.0,0.1017684,1,ANOMALO,0-30
11,236,4.0,0.110056326,1,ANOMALO,0-30
11,237,3.0,0.116604835,1,ANOMALO,0-30
11,238,2.0,0.12606347,1,ANOMALO,0-30
11,239,1.0,0.13446732,1,ANOMALO,0-30
11,240,0.0,0.14400941,1,ANOMALO,0-30
13,30,133.0,0.009739696,0,NORMAL,RUL > 125
13,31,132.0,0.009531442,0,NORMAL,RUL > 125
13,32,131.0,0.0095601855,0,NORMAL,RUL > 125
13,33,130.0,0.009473041,0,NORMAL,RUL > 125
13,34,129.0,0.009278463,0,NORMAL,RUL > 125
13,35,128.0,0.008783961,0,NORMAL,RUL > 125
13,36,127.0,0.008931582,0,NORMAL,RUL > 125
13,37,126.0,0.009166311,0,NORMAL,RUL > 125
13,38,125.0,0.009229902,0,NORMAL,76-125
13,39,124.0,0.009191743,0,NORMAL,76-125
13,40,123.0,0.009275454,0,NORMAL,76-125
13,41,122.0,0.009261768,0,NORMAL,76-125
13,42,121.0,0.009053401,0,NORMAL,76-125
13,43,120.0,0.008690154,0,NORMAL,76-125
13,44,119.0,0.008723033,0,NORMAL,76-125
13,45,118.0,0.008409393,0,NORMAL,76-125
13,46,117.0,0.008329237,0,NORMAL,76-125
13,47,116.0,0.008581084,0,NORMAL,76-125
13,48,115.0,0.00859853,0,NORMAL,76-125
13,49,114.0,0.0089259185,0,NORMAL,76-125
13,50,113.0,0.008736465,0,NORMAL,76-125
13,51,112.0,0.008693596,0,NORMAL,76-125
13,52,111.0,0.008681111,0,NORMAL,76-125
13,53,110.0,0.0087374635,0,NORMAL,76-125
13,54,109.0,0.008843126,0,NORMAL,76-125
13,55,108.0,0.008710645,0,NORMAL,76-125
13,56,107.0,0.008683805,0,NORMAL,76-125
13,57,106.0,0.008809567,0,NORMAL,76-125
13,58,105.0,0.0089575425,0,NORMAL,76-125
13,59,104.0,0.009146704,0,NORMAL,76-125
13,60,103.0,0.009073988,0,NORMAL,76-125
13,61,102.0,0.009097013,0,NORMAL,76-125
13,62,101.0,0.0092540635,0,NORMAL,76-125
13,63,100.0,0.009500318,0,NORMAL,76-125
13,64,99.0,0.009615334,0,NORMAL,76-125
13,65,98.0,0.0097522875,0,NORMAL,76-125
13,66,97.0,0.009824252,0,NORMAL,76-125
13,67,96.0,0.010094869,0,NORMAL,76-125
13,68,95.0,0.010067346,0,NORMAL,76-125
13,69,94.0,0.009790007,0,NORMAL,76-125
13,70,93.0,0.009797657,0,NORMAL,76-125
13,71,92.0,0.00982595,0,NORMAL,76-125
13,72,91.0,0.009981042,0,NORMAL,76-125
13,73,90.0,0.010182484,0,NORMAL,76-125
13,74,89.0,0.010304441,0,NORMAL,76-125
13,75,88.0,0.010186888,0,NORMAL,76-125
13,76,87.0,0.01012233,0,NORMAL,76-125
13,77,86.0,0.010059171,0,NORMAL,76-125
13,78,85.0,0.010252088,0,NORMAL,76-125
13,79,84.0,0.010015276,0,NORMAL,76-125
13,80,83.0,0.009950018,0,NORMAL,76-125
13,81,82.0,0.010059993,0,NORMAL,76-125
13,82,81.0,0.010344392,0,NORMAL,76-125
13,83,80.0,0.010276177,0,NORMAL,76-125
13,84,79.0,0.010184466,0,NORMAL,76-125
13,85,78.0,0.010044202,0,NORMAL,76-125
13,86,77.0,0.010329204,0,NORMAL,76-125
13,87,76.0,0.010367807,0,NORMAL,76-125
13,88,75.0,0.01037592,0,NORMAL,31-75
13,89,74.0,0.010320672,0,NORMAL,31-75
13,90,73.0,0.010439402,0,NORMAL,31-75
13,91,72.0,0.01044351,0,NORMAL,31-75
13,92,71.0,0.01087624,0,NORMAL,31-75
13,93,70.0,0.010757593,0,NORMAL,31-75
13,94,69.0,0.010705636,0,NORMAL,31-75
13,95,68.0,0.010995907,0,NORMAL,31-75
13,96,67.0,0.010994663,0,NORMAL,31-75
13,97,66.0,0.010555769,0,NORMAL,31-75
13,98,65.0,0.010567122,0,NORMAL,31-75
13,99,64.0,0.011019991,0,NORMAL,31-75
13,100,63.0,0.010765546,0,NORMAL,31-75
13,101,62.0,0.010984011,0,NORMAL,31-75
13,102,61.0,0.010967228,0,NORMAL,31-75
13,103,60.0,0.010963528,0,NORMAL,31-75
13,104,59.0,0.011093494,0,NORMAL,31-75
13,105,58.0,0.011295035,1,ANOMALO,31-75
13,106,57.0,0.011387685,1,ANOMALO,31-75
13,107,56.0,0.0112008685,1,ANOMALO,31-75
13,108,55.0,0.010927739,0,NORMAL,31-75
13,109,54.0,0.011243216,1,ANOMALO,31-75
13,110,53.0,0.011249915,1,ANOMALO,31-75
13,111,52.0,0.011156221,1,ANOMALO,31-75
13,112,51.0,0.011103751,0,NORMAL,31-75
13,113,50.0,0.011082679,0,NORMAL,31-75
13,114,49.0,0.0112530915,1,ANOMALO,31-75
13,115,48.0,0.011305139,1,ANOMALO,31-75
13,116,47.0,0.0107533345,0,NORMAL,31-75
13,117,46.0,0.011068996,0,NORMAL,31-75
13,118,45.0,0.0109085925,0,NORMAL,31-75
13,119,44.0,0.010793598,0,NORMAL,31-75
13,120,43.0,0.010853636,0,NORMAL,31-75
13,121,42.0,0.011082213,0,NORMAL,31-75
13,122,41.0,0.010791027,0,NORMAL,31-75
13,123,40.0,0.011040661,0,NORMAL,31-75
13,124,39.0,0.0117375245,1,ANOMALO,31-75
13,125,38.0,0.011677084,1,ANOMALO,31-75
13,126,37.0,0.012107726,1,ANOMALO,31-75
13,127,36.0,0.012125901,1,ANOMALO,31-75
13,128,35.0,0.012268861,1,ANOMALO,31-75
13,129,34.0,0.012021179,1,ANOMALO,31-75
13,130,33.0,0.01270201,1,ANOMALO,31-75
13,131,32.0,0.013104575,1,ANOMALO,31-75
13,132,31.0,0.013548985,1,ANOMALO,31-75
13,133,30.0,0.013651422,1,ANOMALO,0-30
13,134,29.0,0.014318589,1,ANOMALO,0-30
13,135,28.0,0.015171542,1,ANOMALO,0-30
13,136,27.0,0.01606855,1,ANOMALO,0-30
13,137,26.0,0.016968464,1,ANOMALO,0-30
13,138,25.0,0.017612353,1,ANOMALO,0-30
13,139,24.0,0.018709606,1,ANOMALO,0-30
13,140,23.0,0.02018613,1,ANOMALO,0-30
13,141,22.0,0.020900896,1,ANOMALO,0-30
13,142,21.0,0.022249468,1,ANOMALO,0-30
13,143,20.0,0.024507303,1,ANOMALO,0-30
13,144,19.0,0.02640351,1,ANOMALO,0-30
13,145,18.0,0.02828599,1,ANOMALO,0-30
13,146,17.0,0.030461065,1,ANOMALO,0-30
13,147,16.0,0.032322325,1,ANOMALO,0-30
13,148,15.0,0.03482754,1,ANOMALO,0-30
13,149,14.0,0.037712414,1,ANOMALO,0-30
13,150,13.0,0.040875707,1,ANOMALO,0-30
13,151,12.0,0.044791415,1,ANOMALO,0-30
13,152,11.0,0.04858774,1,ANOMALO,0-30
13,153,10.0,0.05292156,1,ANOMALO,0-30
13,154,9.0,0.05573324,1,ANOMALO,0-30
13,155,8.0,0.060982626,1,ANOMALO,0-30
13,156,7.0,0.06534762,1,ANOMALO,0-30
13,157,6.0,0.07205825,1,ANOMALO,0-30
13,158,5.0,0.077501185,1,ANOMALO,0-30
13,159,4.0,0.08668182,1,ANOMALO,0-30
13,160,3.0,0.094305314,1,ANOMALO,0-30
13,161,2.0,0.10261134,1,ANOMALO,0-30
13,162,1.0,0.111986324,1,ANOMALO,0-30
13,163,0.0,0.12228276,1,ANOMALO,0-30
19,30,128.0,0.009939511,0,NORMAL,RUL > 125
19,31,127.0,0.009851431,0,NORMAL,RUL > 125
19,32,126.0,0.010052683,0,NORMAL,RUL > 125
19,33,125.0,0.0098712975,0,NORMAL,76-125
19,34,124.0,0.010019665,0,NORMAL,76-125
19,35,123.0,0.0100839175,0,NORMAL,76-125
19,36,122.0,0.010171,0,NORMAL,76-125
19,37,121.0,0.0100380555,0,NORMAL,76-125
19,38,120.0,0.00994217,0,NORMAL,76-125
19,39,119.0,0.0100978,0,NORMAL,76-125
19,40,118.0,0.009920512,0,NORMAL,76-125
19,41,117.0,0.009861613,0,NORMAL,76-125
19,42,116.0,0.009290034,0,NORMAL,76-125
19,43,115.0,0.008894098,0,NORMAL,76-125
19,44,114.0,0.008994346,0,NORMAL,76-125
19,45,113.0,0.009107959,0,NORMAL,76-125
19,46,112.0,0.008980633,0,NORMAL,76-125
19,47,111.0,0.008834837,0,NORMAL,76-125
19,48,110.0,0.008723065,0,NORMAL,76-125
19,49,109.0,0.008498646,0,NORMAL,76-125
19,50,108.0,0.008742,0,NORMAL,76-125
19,51,107.0,0.00867496,0,NORMAL,76-125
19,52,106.0,0.008620917,0,NORMAL,76-125
19,53,105.0,0.008589667,0,NORMAL,76-125
19,54,104.0,0.008650463,0,NORMAL,76-125
19,55,103.0,0.008653486,0,NORMAL,76-125
19,56,102.0,0.008713496,0,NORMAL,76-125
19,57,101.0,0.00857293,0,NORMAL,76-125
19,58,100.0,0.008345168,0,NORMAL,76-125
19,59,99.0,0.008109889,0,NORMAL,76-125
19,60,98.0,0.008135975,0,NORMAL,76-125
19,61,97.0,0.008155213,0,NORMAL,76-125
19,62,96.0,0.008351206,0,NORMAL,76-125
19,63,95.0,0.0083672935,0,NORMAL,76-125
19,64,94.0,0.008811248,0,NORMAL,76-125
19,65,93.0,0.008852668,0,NORMAL,76-125
19,66,92.0,0.008929704,0,NORMAL,76-125
19,67,91.0,0.009078906,0,NORMAL,76-125
19,68,90.0,0.009293646,0,NORMAL,76-125
19,69,89.0,0.009537994,0,NORMAL,76-125
19,70,88.0,0.009666604,0,NORMAL,76-125
19,71,87.0,0.009636807,0,NORMAL,76-125
19,72,86.0,0.009814657,0,NORMAL,76-125
19,73,85.0,0.009939344,0,NORMAL,76-125
19,74,84.0,0.009900698,0,NORMAL,76-125
19,75,83.0,0.009881616,0,NORMAL,76-125
19,76,82.0,0.010078339,0,NORMAL,76-125
19,77,81.0,0.010213664,0,NORMAL,76-125
19,78,80.0,0.010252801,0,NORMAL,76-125
19,79,79.0,0.010501969,0,NORMAL,76-125
19,80,78.0,0.010346651,0,NORMAL,76-125
19,81,77.0,0.011160871,1,ANOMALO,76-125
19,82,76.0,0.011100568,0,NORMAL,76-125
19,83,75.0,0.011372405,1,ANOMALO,31-75
19,84,74.0,0.011262253,1,ANOMALO,31-75
19,85,73.0,0.011392623,1,ANOMALO,31-75
19,86,72.0,0.011226676,1,ANOMALO,31-75
19,87,71.0,0.01117726,1,ANOMALO,31-75
19,88,70.0,0.011138067,0,NORMAL,31-75
19,89,69.0,0.011554761,1,ANOMALO,31-75
19,90,68.0,0.011388143,1,ANOMALO,31-75
19,91,67.0,0.011398181,1,ANOMALO,31-75
19,92,66.0,0.011039382,0,NORMAL,31-75
19,93,65.0,0.010973326,0,NORMAL,31-75
19,94,64.0,0.010853399,0,NORMAL,31-75
19,95,63.0,0.0107763,0,NORMAL,31-75
19,96,62.0,0.010772662,0,NORMAL,31-75
19,97,61.0,0.011046146,0,NORMAL,31-75
19,98,60.0,0.010893299,0,NORMAL,31-75
19,99,59.0,0.010344667,0,NORMAL,31-75
19,100,58.0,0.01032174,0,NORMAL,31-75
19,101,57.0,0.010533,0,NORMAL,31-75
19,102,56.0,0.010485145,0,NORMAL,31-75
19,103,55.0,0.010432591,0,NORMAL,31-75
19,104,54.0,0.010677758,0,NORMAL,31-75
19,105,53.0,0.010780389,0,NORMAL,31-75
19,106,52.0,0.010869037,0,NORMAL,31-75
19,107,51.0,0.010671881,0,NORMAL,31-75
19,108,50.0,0.010608061,0,NORMAL,31-75
19,109,49.0,0.010432311,0,NORMAL,31-75
19,110,48.0,0.010505018,0,NORMAL,31-75
19,111,47.0,0.009595864,0,NORMAL,31-75
19,112,46.0,0.009753791,0,NORMAL,31-75
19,113,45.0,0.0098924795,0,NORMAL,31-75
19,114,44.0,0.010314214,0,NORMAL,31-75
19,115,43.0,0.010133701,0,NORMAL,31-75
19,116,42.0,0.010184563,0,NORMAL,31-75
19,117,41.0,0.010250752,0,NORMAL,31-75
19,118,40.0,0.010293348,0,NORMAL,31-75
19,119,39.0,0.01011781,0,NORMAL,31-75
19,120,38.0,0.01065713,0,NORMAL,31-75
19,121,37.0,0.010731706,0,NORMAL,31-75
19,122,36.0,0.011442064,1,ANOMALO,31-75
19,123,35.0,0.01179957,1,ANOMALO,31-75
19,124,34.0,0.011731189,1,ANOMALO,31-75
19,125,33.0,0.012073814,1,ANOMALO,31-75
19,126,32.0,0.011921519,1,ANOMALO,31-75
19,127,31.0,0.011607656,1,ANOMALO,31-75
19,128,30.0,0.011761629,1,ANOMALO,0-30
19,129,29.0,0.011985666,1,ANOMALO,0-30
19,130,28.0,0.012193106,1,ANOMALO,0-30
19,131,27.0,0.01193676,1,ANOMALO,0-30
19,132,26.0,0.012330639,1,ANOMALO,0-30
19,133,25.0,0.012291329,1,ANOMALO,0-30
19,134,24.0,0.012468436,1,ANOMALO,0-30
19,135,23.0,0.013045933,1,ANOMALO,0-30
19,136,22.0,0.013412616,1,ANOMALO,0-30
19,137,21.0,0.013815562,1,ANOMALO,0-30
19,138,20.0,0.014527643,1,ANOMALO,0-30
19,139,19.0,0.01566898,1,ANOMALO,0-30
19,140,18.0,0.01595843,1,ANOMALO,0-30
19,141,17.0,0.016174626,1,ANOMALO,0-30
19,142,16.0,0.016473161,1,ANOMALO,0-30
19,143,15.0,0.016983751,1,ANOMALO,0-30
19,144,14.0,0.016786251,1,ANOMALO,0-30
19,145,13.0,0.01690469,1,ANOMALO,0-30
19,146,12.0,0.01789771,1,ANOMALO,0-30
19,147,11.0,0.018373068,1,ANOMALO,0-30
19,148,10.0,0.019362593,1,ANOMALO,0-30
19,149,9.0,0.020234197,1,ANOMALO,0-30
19,150,8.0,0.020800877,1,ANOMALO,0-30
19,151,7.0,0.021869473,1,ANOMALO,0-30
19,152,6.0,0.021857966,1,ANOMALO,0-30
19,153,5.0,0.022858089,1,ANOMALO,0-30
19,154,4.0,0.024004752,1,ANOMALO,0-30
19,155,3.0,0.024942752,1,ANOMALO,0-30
19,156,2.0,0.026000911,1,ANOMALO,0-30
19,157,1.0,0.0273853,1,ANOMALO,0-30
19,158,0.0,0.028489469,1,ANOMALO,0-30
23,30,138.0,0.010541037,0,NORMAL,RUL > 125
23,31,137.0,0.010509631,0,NORMAL,RUL > 125
23,32,136.0,0.01050864,0,NORMAL,RUL > 125
23,33,135.0,0.010749683,0,NORMAL,RUL > 125
23,34,134.0,0.010501378,0,NORMAL,RUL > 125
23,35,133.0,0.010568425,0,NORMAL,RUL > 125
23,36,132.0,0.01070766,0,NORMAL,RUL > 125
23,37,131.0,0.010399046,0,NORMAL,RUL > 125
23,38,130.0,0.010767527,0,NORMAL,RUL > 125
23,39,129.0,0.010997622,0,NORMAL,RUL > 125
23,40,128.0,0.010973013,0,NORMAL,RUL > 125
23,41,127.0,0.010609294,0,NORMAL,RUL > 125
23,42,126.0,0.01032512,0,NORMAL,RUL > 125
23,43,125.0,0.010475813,0,NORMAL,76-125
23,44,124.0,0.010655968,0,NORMAL,76-125
23,45,123.0,0.010828152,0,NORMAL,76-125
23,46,122.0,0.010617899,0,NORMAL,76-125
23,47,121.0,0.010457307,0,NORMAL,76-125
23,48,120.0,0.0103998,0,NORMAL,76-125
23,49,119.0,0.01061074,0,NORMAL,76-125
23,50,118.0,0.010680677,0,NORMAL,76-125
23,51,117.0,0.010664587,0,NORMAL,76-125
23,52,116.0,0.0105968835,0,NORMAL,76-125
23,53,115.0,0.011151173,1,ANOMALO,76-125
23,54,114.0,0.010960124,0,NORMAL,76-125
23,55,113.0,0.011296738,1,ANOMALO,76-125
23,56,112.0,0.011448758,1,ANOMALO,76-125
23,57,111.0,0.011328452,1,ANOMALO,76-125
23,58,110.0,0.0111868465,1,ANOMALO,76-125
23,59,109.0,0.010802378,0,NORMAL,76-125
23,60,108.0,0.0107380245,0,NORMAL,76-125
23,61,107.0,0.010852896,0,NORMAL,76-125
23,62,106.0,0.010848273,0,NORMAL,76-125
23,63,105.0,0.010710708,0,NORMAL,76-125
23,64,104.0,0.010643944,0,NORMAL,76-125
23,65,103.0,0.010447647,0,NORMAL,76-125
23,66,102.0,0.010620143,0,NORMAL,76-125
23,67,101.0,0.010708448,0,NORMAL,76-125
23,68,100.0,0.0106085185,0,NORMAL,76-125
23,69,99.0,0.010299054,0,NORMAL,76-125
23,70,98.0,0.010245877,0,NORMAL,76-125
23,71,97.0,0.010324498,0,NORMAL,76-125
23,72,96.0,0.010373225,0,NORMAL,76-125
23,73,95.0,0.010545233,0,NORMAL,76-125
23,74,94.0,0.010456867,0,NORMAL,76-125
23,75,93.0,0.010170508,0,NORMAL,76-125
23,76,92.0,0.010451135,0,NORMAL,76-125
23,77,91.0,0.010562529,0,NORMAL,76-125
23,78,90.0,0.010554693,0,NORMAL,76-125
23,79,89.0,0.010247308,0,NORMAL,76-125
23,80,88.0,0.010126538,0,NORMAL,76-125
23,81,87.0,0.010339088,0,NORMAL,76-125
23,82,86.0,0.010256332,0,NORMAL,76-125
23,83,85.0,0.009839656,0,NORMAL,76-125
23,84,84.0,0.009725342,0,NORMAL,76-125
23,85,83.0,0.009364495,0,NORMAL,76-125
23,86,82.0,0.009623337,0,NORMAL,76-125
23,87,81.0,0.009670239,0,NORMAL,76-125
23,88,80.0,0.009641,0,NORMAL,76-125
23,89,79.0,0.009737824,0,NORMAL,76-125
23,90,78.0,0.009769374,0,NORMAL,76-125
23,91,77.0,0.009522216,0,NORMAL,76-125
23,92,76.0,0.009315672,0,NORMAL,76-125
23,93,75.0,0.009365527,0,NORMAL,31-75
23,94,74.0,0.009272576,0,NORMAL,31-75
23,95,73.0,0.00940611,0,NORMAL,31-75
23,96,72.0,0.009220949,0,NORMAL,31-75
23,97,71.0,0.009209965,0,NORMAL,31-75
23,98,70.0,0.009048072,0,NORMAL,31-75
23,99,69.0,0.009200451,0,NORMAL,31-75
23,100,68.0,0.00941355,0,NORMAL,31-75
23,101,67.0,0.009475072,0,NORMAL,31-75
23,102,66.0,0.009820788,0,NORMAL,31-75
23,103,65.0,0.009643339,0,NORMAL,31-75
23,104,64.0,0.009566228,0,NORMAL,31-75
23,105,63.0,0.009933162,0,NORMAL,31-75
23,106,62.0,0.009857749,0,NORMAL,31-75
23,107,61.0,0.0102601005,0,NORMAL,31-75
23,108,60.0,0.010197189,0,NORMAL,31-75
23,109,59.0,0.010067488,0,NORMAL,31-75
23,110,58.0,0.009886167,0,NORMAL,31-75
23,111,57.0,0.009667177,0,NORMAL,31-75
23,112,56.0,0.009694025,0,NORMAL,31-75
23,113,55.0,0.009711243,0,NORMAL,31-75
23,114,54.0,0.010014845,0,NORMAL,31-75
23,115,53.0,0.010113596,0,NORMAL,31-75
23,116,52.0,0.009934639,0,NORMAL,31-75
23,117,51.0,0.010021834,0,NORMAL,31-75
23,118,50.0,0.0100860065,0,NORMAL,31-75
23,119,49.0,0.009947347,0,NORMAL,31-75
23,120,48.0,0.010087599,0,NORMAL,31-75
23,121,47.0,0.010078992,0,NORMAL,31-75
23,122,46.0,0.010608237,0,NORMAL,31-75
23,123,45.0,0.010493885,0,NORMAL,31-75
23,124,44.0,0.010493402,0,NORMAL,31-75
23,125,43.0,0.0105440775,0,NORMAL,31-75
23,126,42.0,0.010555277,0,NORMAL,31-75
23,127,41.0,0.010226902,0,NORMAL,31-75
23,128,40.0,0.010372078,0,NORMAL,31-75
23,129,39.0,0.010539054,0,NORMAL,31-75
23,130,38.0,0.0106633175,0,NORMAL,31-75
23,131,37.0,0.01089135,0,NORMAL,31-75
23,132,36.0,0.010942028,0,NORMAL,31-75
23,133,35.0,0.011043815,0,NORMAL,31-75
23,134,34.0,0.010764707,0,NORMAL,31-75
23,135,33.0,0.0102936495,0,NORMAL,31-75
23,136,32.0,0.010396097,0,NORMAL,31-75
23,137,31.0,0.01046701,0,NORMAL,31-75
23,138,30.0,0.0104873385,0,NORMAL,0-30
23,139,29.0,0.010531582,0,NORMAL,0-30
23,140,28.0,0.010702237,0,NORMAL,0-30
23,141,27.0,0.010882255,0,NORMAL,0-30
23,142,26.0,0.011067122,0,NORMAL,0-30
23,143,25.0,0.011222914,1,ANOMALO,0-30
23,144,24.0,0.010953718,0,NORMAL,0-30
23,145,23.0,0.011028124,0,NORMAL,0-30
23,146,22.0,0.01135955,1,ANOMALO,0-30
23,147,21.0,0.011473236,1,ANOMALO,0-30
23,148,20.0,0.011363792,1,ANOMALO,0-30
23,149,19.0,0.011494875,1,ANOMALO,0-30
23,150,18.0,0.011800358,1,ANOMALO,0-30
23,151,17.0,0.012008717,1,ANOMALO,0-30
23,152,16.0,0.011905653,1,ANOMALO,0-30
23,153,15.0,0.012361197,1,ANOMALO,0-30
23,154,14.0,0.012603346,1,ANOMALO,0-30
23,155,13.0,0.012420212,1,ANOMALO,0-30
23,156,12.0,0.012567041,1,ANOMALO,0-30
23,157,11.0,0.0132938735,1,ANOMALO,0-30
23,158,10.0,0.01406267,1,ANOMALO,0-30
23,159,9.0,0.015202595,1,ANOMALO,0-30
23,160,8.0,0.015942076,1,ANOMALO,0-30
23,161,7.0,0.016497206,1,ANOMALO,0-30
23,162,6.0,0.017464098,1,ANOMALO,0-30
23,163,5.0,0.017875934,1,ANOMALO,0-30
23,164,4.0,0.019065835,1,ANOMALO,0-30
23,165,3.0,0.02000161,1,ANOMALO,0-30
23,166,2.0,0.020830467,1,ANOMALO,0-30
23,167,1.0,0.02202028,1,ANOMALO,0-30
23,168,0.0,0.023507169,1,ANOMALO,0-30
31,30,204.0,0.010173828,0,NORMAL,RUL > 125
31,31,203.0,0.010203817,0,NORMAL,RUL > 125
31,32,202.0,0.010242426,0,NORMAL,RUL > 125
31,33,201.0,0.010355132,0,NORMAL,RUL > 125
31,34,200.0,0.010080727,0,NORMAL,RUL > 125
31,35,199.0,0.010182449,0,NORMAL,RUL > 125
31,36,198.0,0.010391327,0,NORMAL,RUL > 125
31,37,197.0,0.010441265,0,NORMAL,RUL > 125
